RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
27209,E_M_Jimmy_Carr(5).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
3945,E_M_Ewan_McGregor(3).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
8056,E_F_Jennifer_Saunders.png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
4667,E_M_Russell_Howard(10).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
3530,E_M_Peter_Kay(3).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
2462,P_M_david_camer(14).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
3776,E_F_Julie_Walters(20).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
3377,E_M_Simon_Pegg(8).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
3782,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
3171,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
4074,P_M_david_camer(14).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
8424,E_M_Russell_Howard(10).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
4867,E_F_Sarah_Millican(1).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
3634,E_F_Dawn_Roma(4).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
15380,P_F_nicola_sturge(10).png,P_M_david_camer(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
10064,E_F_Julie_Walters(20).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
4778,E_F_Julie_Walters(20).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
4660,E_F_Julie_Walters(20).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
13303,E_M_Ewan_McGregor(3).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
5172,E_M_Russell_Howard(10).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
8016,E_F_Dawn_Roma(4).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
3517,E_M_Jimmy_Carr(5).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
3307,E_F_Jennifer_Saunders.png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
8381,P_F_nicola_sturge(10).png,P_M_Gordon_Brown(19).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
7825,E_M_Simon_Pegg(8).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
17610,E_M_Michael_McIntyr(8).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
4214,E_M_Peter_Kay(3).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
7006,P_M_keir_starmer(6).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
8402,E_M_Peter_Kay(3).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
3676,P_F_nicola_sturge(10).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
64719,E_M_Jimmy_Carr(5).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
3418,E_M_Jimmy_Carr(5).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
5991,E_M_Michael_McIntyr(8).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
5675,E_M_Ewan_McGregor(3).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
5170,P_F_Theresa_May(3).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
11546,P_F_nicola_sturge(10).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
6781,E_M_Simon_Pegg(8).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
4913,P_M_jeremy_corbyn(2).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
7884,P_M_Michael_Gove(9).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
5748,E_F_Sarah_Millican(1).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
2592,P_M_Gordon_Brown(19).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
16104,E_M_Russell_Howard(10).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
7661,E_F_Sarah_Millican(1).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
5501,P_M_jeremy_corbyn(2).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
13785,E_M_Peter_Kay(3).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
10996,E_F_Sarah_Millican(1).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
6292,E_M_Peter_Kay(3).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
4746,E_F_Julie_Walters(20).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
8073,E_F_Jennifer_Saunders.png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
9167,E_M_Michael_McIntyr(8).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
16189,E_F_Sarah_Millican(1).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
4589,P_M_david_camer(14).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
7915,E_M_Jimmy_Carr(5).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
8122,E_F_Sarah_Millican(1).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
9653,E_F_Sarah_Millican(1).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
3376,E_F_Dawn_Roma(4).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
8614,P_F_nicola_sturge(10).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
4441,E_M_Jimmy_Carr(5).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
4624,P_M_david_camer(14).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
9742,E_M_Ewan_McGregor(3).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
file,isFamiliar,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
E_M_Jimmy_Carr(5).png,1,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
P_M_Sajid_Javid(4).png,0,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
P_F_nicola_sturge(10).png,1,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
E_M_Simon_Pegg(8).png,1,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
P_M_jeremy_corbyn(2).png,1,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
E_M_Ewan_McGregor(3).png,1,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
P_M_Gordon_Brown(19).png,1,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
P_F_Theresa_May(3).png,1,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
P_M_david_camer(14).png,1,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
E_M_Peter_Kay(3).png,1,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
P_M_keir_starmer(6).png,1,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
P_M_nigel_farage(5).png,1,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
E_F_Sarah_Millican(1).png,1,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
E_F_Julie_Walters(20).png,0,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
E_F_Dawn_Roma(4).png,1,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
P_M_Tony_Blair.png,1,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
E_F_Jennifer_Saunders.png,1,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
P_M_Michael_Gove(9).png,1,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
E_M_Michael_McIntyr(8).png,1,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
E_M_Russell_Howard(10).png,1,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
age: 31,gender: Male,handedness: right,62fb7a7eeb7b0eac232a7b7c,"10/14/2022, 09:26:53"
