RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
4950,E_M_Peter_Kay(3).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
3286,E_M_Simon_Pegg(8).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
3059,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
3500,E_F_Sarah_Millican(1).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
2141,P_F_nicola_sturge(10).png,P_M_david_camer(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
1864,P_M_david_camer(14).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
2707,E_M_Ewan_McGregor(3).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
2988,E_F_Sarah_Millican(1).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
5600,P_F_Theresa_May(3).png,P_M_david_camer(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
1633,E_F_Sarah_Millican(1).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
3557,E_M_Jimmy_Carr(5).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
2386,E_M_Simon_Pegg(8).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
2015,P_M_david_camer(14).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
1937,P_M_jeremy_corbyn(2).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
2912,E_M_Jimmy_Carr(5).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
2826,E_F_Dawn_Roma(4).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
2484,E_F_Dawn_Roma(4).png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
2033,E_F_Dawn_Roma(4).png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
1787,E_M_Peter_Kay(3).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
2468,E_F_Jennifer_Saunders.png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
2402,E_F_Sarah_Millican(1).png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
2949,E_M_Ewan_McGregor(3).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
3307,E_M_Russell_Howard(10).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
3142,P_M_nigel_farage(5).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
1635,E_F_Julie_Walters(20).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
1971,P_F_Theresa_May(3).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
2070,P_F_Theresa_May(3).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
1868,E_F_Dawn_Roma(4).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
1659,E_F_Sarah_Millican(1).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
1995,E_M_Ewan_McGregor(3).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
3817,E_M_Simon_Pegg(8).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
1865,E_M_Peter_Kay(3).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
1642,E_M_Jimmy_Carr(5).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
2714,E_F_Julie_Walters(20).png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
2450,P_F_nicola_sturge(10).png,P_F_Theresa_May(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
2164,E_F_Julie_Walters(20).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
2305,P_F_nicola_sturge(10).png,P_M_Gordon_Brown(19).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
1833,E_M_Michael_McIntyr(8).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
23901,P_M_david_camer(14).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
8511,E_M_Jimmy_Carr(5).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
34209,E_M_Michael_McIntyr(8).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
1746,P_F_nicola_sturge(10).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
3101,P_F_Theresa_May(3).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
1938,E_F_Dawn_Roma(4).png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
2411,E_M_Russell_Howard(10).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
1794,P_M_keir_starmer(6).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
2247,E_M_Simon_Pegg(8).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
1547,P_F_nicola_sturge(10).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
1627,E_F_Julie_Walters(20).png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
file,isFamiliar,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
P_F_nicola_sturge(10).png,1,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
E_M_Michael_McIntyr(8).png,1,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
P_M_Sajid_Javid(4).png,1,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
P_M_Michael_Gove(9).png,1,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
E_F_Sarah_Millican(1).png,1,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
E_M_Peter_Kay(3).png,1,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
E_M_Ewan_McGregor(3).png,1,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
E_M_Jimmy_Carr(5).png,1,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
P_F_Theresa_May(3).png,1,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
P_M_jeremy_corbyn(2).png,1,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
P_M_nigel_farage(5).png,1,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
E_F_Julie_Walters(20).png,1,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
E_F_Dawn_Roma(4).png,1,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
E_M_Simon_Pegg(8).png,1,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
P_M_david_camer(14).png,1,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
P_M_Tony_Blair.png,1,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
E_M_Russell_Howard(10).png,1,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
E_F_Jennifer_Saunders.png,1,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
P_M_Gordon_Brown(19).png,1,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
P_M_keir_starmer(6).png,1,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
age: 34,gender: Male,handedness: right,603fecc70e39191700a56900,"10/14/2022, 09:19:41"
