RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
3178,E_M_Russell_Howard(10).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2613,E_F_Dawn_Roma(4).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2398,P_F_Theresa_May(3).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2178,E_M_Ewan_McGregor(3).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2738,E_M_Peter_Kay(3).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2130,P_F_nicola_sturge(10).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
3095,P_F_Theresa_May(3).png,P_M_david_camer(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2432,P_F_nicola_sturge(10).png,P_F_Theresa_May(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
4549,P_M_jeremy_corbyn(2).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2856,P_M_Gordon_Brown(19).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2388,E_F_Jennifer_Saunders.png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2433,P_F_nicola_sturge(10).png,P_M_Gordon_Brown(19).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2499,P_F_nicola_sturge(10).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2730,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2996,E_F_Dawn_Roma(4).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2491,E_F_Sarah_Millican(1).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
3852,E_M_Michael_McIntyr(8).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
3226,P_F_Theresa_May(3).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2439,E_M_Simon_Pegg(8).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2306,E_F_Sarah_Millican(1).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2286,P_M_Michael_Gove(9).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
3451,P_F_nicola_sturge(10).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
5742,E_M_Russell_Howard(10).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2872,E_F_Sarah_Millican(1).png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2750,E_M_Ewan_McGregor(3).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2177,E_M_Michael_McIntyr(8).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2364,P_F_nicola_sturge(10).png,P_M_david_camer(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2638,E_M_Michael_McIntyr(8).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
3840,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
3055,E_M_Jimmy_Carr(5).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2188,P_M_jeremy_corbyn(2).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2232,P_F_Theresa_May(3).png,P_M_Gordon_Brown(19).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2093,P_M_david_camer(14).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
3006,E_F_Sarah_Millican(1).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2509,E_M_Ewan_McGregor(3).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2404,E_F_Sarah_Millican(1).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
3442,E_M_Peter_Kay(3).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
3393,P_M_nigel_farage(5).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2561,E_M_Jimmy_Carr(5).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2174,E_M_Ewan_McGregor(3).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2240,E_F_Sarah_Millican(1).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2453,E_M_Michael_McIntyr(8).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
3112,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2308,E_F_Julie_Walters(20).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2252,E_M_Michael_McIntyr(8).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2308,P_M_david_camer(14).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
3880,E_M_Peter_Kay(3).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2935,P_M_david_camer(14).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
3498,E_F_Dawn_Roma(4).png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2811,E_M_Ewan_McGregor(3).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2815,E_M_Peter_Kay(3).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
2310,E_M_Jimmy_Carr(5).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
file,isFamiliar,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
E_F_Sarah_Millican(1).png,1,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
P_M_Michael_Gove(9).png,0,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
E_M_Peter_Kay(3).png,1,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
E_F_Jennifer_Saunders.png,0,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
E_F_Julie_Walters(20).png,1,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
E_M_Ewan_McGregor(3).png,0,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
P_M_nigel_farage(5).png,0,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
E_M_Jimmy_Carr(5).png,1,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
E_M_Simon_Pegg(8).png,0,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
P_M_keir_starmer(6).png,0,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
P_F_Theresa_May(3).png,1,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
P_F_nicola_sturge(10).png,0,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
P_M_Sajid_Javid(4).png,0,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
P_M_david_camer(14).png,0,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
E_M_Michael_McIntyr(8).png,1,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
E_F_Dawn_Roma(4).png,1,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
E_M_Russell_Howard(10).png,1,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
P_M_Tony_Blair.png,0,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
P_M_jeremy_corbyn(2).png,0,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
P_M_Gordon_Brown(19).png,0,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
age: 31,gender: Female,handedness: right,6323441a11146d51c1d5874d,"10/17/2022, 09:26:54"
