RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
4591,E_M_Russell_Howard(10).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
4469,E_F_Julie_Walters(20).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
5968,E_M_Simon_Pegg(8).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
2403,E_F_Julie_Walters(20).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
5953,E_M_Peter_Kay(3).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
5592,E_M_Jimmy_Carr(5).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
2894,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
1689,E_F_Sarah_Millican(1).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
1650,E_F_Sarah_Millican(1).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
2164,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
5112,E_F_Sarah_Millican(1).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
3717,E_F_Sarah_Millican(1).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
6422,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
5092,E_F_Dawn_Roma(4).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
4991,E_M_Russell_Howard(10).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
2177,P_F_nicola_sturge(10).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
2011,E_M_Jimmy_Carr(5).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
1857,E_F_Sarah_Millican(1).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
23062,P_M_david_camer(14).png,P_M_Gordon_Brown(19).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
2033,E_F_Jennifer_Saunders.png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
4133,E_M_Michael_McIntyr(8).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
12674,E_M_Russell_Howard(10).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
2312,P_M_keir_starmer(6).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
2788,E_M_Jimmy_Carr(5).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
2925,E_F_Dawn_Roma(4).png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
11542,E_M_Michael_McIntyr(8).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
1713,P_M_Michael_Gove(9).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
1746,E_M_Peter_Kay(3).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
1321,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
1992,E_F_Julie_Walters(20).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
1177,E_F_Julie_Walters(20).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
1622,E_M_Ewan_McGregor(3).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
1115,E_M_Michael_McIntyr(8).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
2126,E_M_Jimmy_Carr(5).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
1571,E_M_Simon_Pegg(8).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
2200,P_M_jeremy_corbyn(2).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
1617,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
2221,E_M_Jimmy_Carr(5).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
1571,E_M_Peter_Kay(3).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
1889,E_M_Peter_Kay(3).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
2088,P_M_david_camer(14).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
2465,E_M_Simon_Pegg(8).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
1962,P_M_Michael_Gove(9).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
1961,E_M_Michael_McIntyr(8).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
1873,E_F_Julie_Walters(20).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
1981,P_M_jeremy_corbyn(2).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
1794,E_M_Peter_Kay(3).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
1519,E_M_Ewan_McGregor(3).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
2141,P_M_keir_starmer(6).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
1140,E_M_Michael_McIntyr(8).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
2189,E_M_Peter_Kay(3).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
2793,E_M_Russell_Howard(10).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
1612,E_F_Julie_Walters(20).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
1676,P_F_nicola_sturge(10).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
1416,E_M_Ewan_McGregor(3).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
1719,E_F_Jennifer_Saunders.png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
file,isFamiliar,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
E_M_Jimmy_Carr(5).png,1,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
P_M_Michael_Gove(9).png,1,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
P_M_Gordon_Brown(19).png,1,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
E_M_Ewan_McGregor(3).png,1,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
P_M_keir_starmer(6).png,1,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
E_M_Russell_Howard(10).png,1,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
E_F_Julie_Walters(20).png,1,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
E_M_Simon_Pegg(8).png,1,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
P_M_Sajid_Javid(4).png,1,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
E_F_Jennifer_Saunders.png,1,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
P_F_Theresa_May(3).png,1,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
P_M_david_camer(14).png,1,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
E_F_Sarah_Millican(1).png,1,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
E_M_Michael_McIntyr(8).png,1,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
P_M_Tony_Blair.png,1,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
E_M_Peter_Kay(3).png,1,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
P_M_nigel_farage(5).png,1,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
P_F_nicola_sturge(10).png,1,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
E_F_Dawn_Roma(4).png,1,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
P_M_jeremy_corbyn(2).png,0,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
age: 31,gender: Female,handedness: right,5c49e6d8d1150d0001e11a41,"10/14/2022, 09:16:28"
