RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2869,E_M_Russell_Howard(10).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2452,P_M_jeremy_corbyn(2).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2988,P_M_david_camer(14).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
6633,E_F_Dawn_Roma(4).png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
4306,E_F_Jennifer_Saunders.png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
3335,E_M_Michael_McIntyr(8).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2196,P_F_Theresa_May(3).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
3148,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2288,E_M_Peter_Kay(3).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
4685,E_M_Peter_Kay(3).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2021,E_M_Russell_Howard(10).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
3984,E_F_Julie_Walters(20).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2786,P_M_Michael_Gove(9).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2427,E_F_Sarah_Millican(1).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2772,P_M_david_camer(14).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
4806,E_F_Julie_Walters(20).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2401,E_F_Julie_Walters(20).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
3230,E_M_Jimmy_Carr(5).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
5315,E_M_Ewan_McGregor(3).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
3941,P_M_Michael_Gove(9).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2275,E_F_Dawn_Roma(4).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
3696,E_M_Michael_McIntyr(8).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2684,E_M_Michael_McIntyr(8).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2597,E_M_Ewan_McGregor(3).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2715,E_F_Dawn_Roma(4).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
4942,E_M_Ewan_McGregor(3).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2226,E_F_Sarah_Millican(1).png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2844,E_M_Ewan_McGregor(3).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
10189,E_F_Sarah_Millican(1).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
9147,E_F_Dawn_Roma(4).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
4341,E_F_Dawn_Roma(4).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2739,E_M_Jimmy_Carr(5).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2954,P_F_Theresa_May(3).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
3595,E_F_Dawn_Roma(4).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2616,E_F_Dawn_Roma(4).png,E_F_Julie_Walters(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2895,E_F_Sarah_Millican(1).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2092,P_M_keir_starmer(6).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2458,E_F_Julie_Walters(20).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
3862,E_M_Ewan_McGregor(3).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
3398,E_M_Russell_Howard(10).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2435,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2982,E_F_Julie_Walters(20).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
3969,P_F_nicola_sturge(10).png,P_M_Gordon_Brown(19).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2324,E_M_Simon_Pegg(8).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
4649,E_M_Michael_McIntyr(8).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
3676,P_F_nicola_sturge(10).png,P_F_Theresa_May(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2054,E_M_Peter_Kay(3).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2126,E_M_Simon_Pegg(8).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2994,E_F_Sarah_Millican(1).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
4255,E_F_Julie_Walters(20).png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2560,P_F_Theresa_May(3).png,P_M_david_camer(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
2821,E_F_Sarah_Millican(1).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
3538,E_M_Simon_Pegg(8).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
file,isFamiliar,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
P_M_nigel_farage(5).png,1,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
P_M_Sajid_Javid(4).png,1,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
P_M_keir_starmer(6).png,1,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
E_M_Michael_McIntyr(8).png,1,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
P_M_Michael_Gove(9).png,0,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
P_F_nicola_sturge(10).png,1,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
P_F_Theresa_May(3).png,1,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
P_M_Gordon_Brown(19).png,1,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
E_M_Simon_Pegg(8).png,1,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
E_M_Russell_Howard(10).png,1,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
E_F_Sarah_Millican(1).png,1,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
E_F_Julie_Walters(20).png,1,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
P_M_jeremy_corbyn(2).png,1,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
E_F_Jennifer_Saunders.png,1,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
P_M_david_camer(14).png,1,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
E_F_Dawn_Roma(4).png,1,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
P_M_Tony_Blair.png,1,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
E_M_Ewan_McGregor(3).png,1,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
E_M_Jimmy_Carr(5).png,1,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
E_M_Peter_Kay(3).png,1,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
age: 35,gender: Male,handedness: right,62b0c83610625fc32b89bc17,"10/14/2022, 09:14:08"
