RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
4068,Politics_lapid.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
2399,Entertainment_mushonov.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
1434,Politics_liberman2.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
4269,Entertainment_ornaBanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
3212,Politics_lapid.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
7032,Entertainment_rita.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
12030,Entertainment_shani.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
28253,E_guri2-250x310.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
2520,Entertainment_shimi.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
2567,Entertainment_shani.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
2288,Entertainment_ornaBanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
3510,Entertainment_har_lev.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
3515,Entertainment_yanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
2348,Entertainment_mushonov.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
4562,Entertainment_mushonov.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
5355,E_guri2-250x310.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
2636,E_guri2-250x310.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
3520,Entertainment_HassonShaher.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
7023,Politics_benet.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
4001,Politics_liberman2.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
1839,Entertainment_HassonShaher.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
2639,Entertainment_shani.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
2365,Entertainment_rita.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
2903,Entertainment_Ivri2.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
1665,Entertainment_har_lev.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
1750,Politics_benet.jpg,Politics_lapid.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
3205,E_guri2-250x310.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
4793,Entertainment_shani.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
2125,Entertainment_mushonov.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
2082,E_katorza2-250x341.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
2094,E_guri2-250x310.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
2499,Entertainment_ornaBanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
1926,Entertainment_HassonShaher.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
2293,Entertainment_shimi.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
7404,Politics_liberman2.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
3438,Entertainment_shimi.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
1977,Entertainment_shimi.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
5275,Entertainment_ornaBanai.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
6295,Entertainment_mushonov.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
2918,Entertainment_shani.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
12637,Entertainment_rita.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
2697,E_guri2-250x310.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
1406,Entertainment_shani.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
3041,Entertainment_mushonov.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
file,isFamiliar,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
Entertainment_har_lev.jpg,1,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
Entertainment_shimi.jpg,1,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
Entertainment_mushonov.jpg,1,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
Entertainment_shani.jpg,1,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
Politics_peretz.jpg,0,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
Politics_zamir.jpg,0,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
Entertainment_HassonShaher.jpg,0,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
Politics_liberman2.jpg,0,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
Entertainment_yanai.jpg,0,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
Politics_michaeliM.jpg,0,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
Politics_lapid.jpg,0,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
Entertainment_ornaBanai.jpg,0,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
Politics_yehimovitz.jpg,0,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
Politics_smootch.jpg,0,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
Entertainment_rita.jpg,0,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
E_katorza2-250x341.jpg,0,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
Politics_benet.jpg,0,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
Politics_shaked.jpg,0,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
E_guri2-250x310.jpg,0,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
Entertainment_Ivri2.jpg,0,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
age: 22,gender: Female,handedness: right,60f87e327aca02edda8c4988,"08/07/2022, 19:20:10"
