RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
3253,Politics_smootch.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
2868,Entertainment_shani.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
6413,Politics_lapid.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
3021,Entertainment_shani.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
3005,Politics_liberman2.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
3803,Politics_liberman2.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
3211,Politics_michaeliM.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
5963,Politics_lapid.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
3471,Entertainment_ornaBanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
3309,E_katorza2-250x341.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
3609,E_guri2-250x310.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
9974,E_katorza2-250x341.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
7226,E_guri2-250x310.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
3532,Politics_lapid.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
4286,Entertainment_Ivri2.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
3802,E_guri2-250x310.jpg,E_katorza2-250x341.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
5776,E_katorza2-250x341.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
3411,Entertainment_HassonShaher.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
2967,Entertainment_mushonov.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
5354,Entertainment_Ivri2.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
6144,E_guri2-250x310.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
4336,Entertainment_shimi.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
3411,Entertainment_shani.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
2867,Politics_lapid.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
4664,Entertainment_Ivri2.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
3801,Entertainment_shani.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
4599,Politics_benet.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
3608,Entertainment_har_lev.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
3809,Entertainment_yanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
4559,Politics_liberman2.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,2,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
5347,E_katorza2-250x341.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
3942,E_guri2-250x310.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
3172,Entertainment_ornaBanai.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
4630,Politics_benet.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
3376,Entertainment_Ivri2.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
5172,Entertainment_mushonov.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
3780,Entertainment_ornaBanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
3243,Entertainment_yanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
4343,Entertainment_shimi.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
8841,Politics_peretz.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
4258,Politics_liberman2.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
4709,Entertainment_shimi.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
3318,Politics_michaeliM.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
2912,Entertainment_HassonShaher.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
3159,Entertainment_har_lev.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
4127,Politics_peretz.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
3848,Entertainment_mushonov.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
3682,Politics_lapid.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
3395,E_guri2-250x310.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
file,isFamiliar,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
Entertainment_yanai.jpg,1,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
Politics_liberman2.jpg,1,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
Politics_zamir.jpg,1,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
Politics_yehimovitz.jpg,1,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
Entertainment_Ivri2.jpg,1,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
Politics_peretz.jpg,1,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
Entertainment_mushonov.jpg,1,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
Entertainment_HassonShaher.jpg,1,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
E_guri2-250x310.jpg,1,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
Entertainment_har_lev.jpg,1,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
Entertainment_shani.jpg,1,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
Politics_shaked.jpg,1,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
Entertainment_ornaBanai.jpg,1,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
Entertainment_shimi.jpg,1,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
Politics_michaeliM.jpg,1,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
Politics_benet.jpg,1,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
Politics_smootch.jpg,1,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
Entertainment_rita.jpg,1,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
E_katorza2-250x341.jpg,1,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
Politics_lapid.jpg,1,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
age: 39,gender: Female,handedness: right,5ef24f45ba594791fb6cb88d,"06/19/2022, 14:51:51"
