RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2884,Entertainment_ornaBanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
4539,Entertainment_Ivri2.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
4618,E_katorza2-250x341.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2662,Politics_liberman2.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
4518,Politics_benet.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3549,Entertainment_har_lev.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3363,Politics_benet.jpg,Politics_lapid.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3552,Entertainment_mushonov.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2910,Politics_smootch.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3702,Entertainment_har_lev.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2841,Politics_lapid.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2652,Entertainment_rita.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3289,Entertainment_rita.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
4177,E_katorza2-250x341.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2410,Entertainment_Ivri2.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2658,Entertainment_mushonov.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3762,E_guri2-250x310.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
4441,Politics_benet.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3249,E_katorza2-250x341.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3175,Entertainment_ornaBanai.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3910,Entertainment_Ivri2.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
6141,Entertainment_Ivri2.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
4212,Entertainment_ornaBanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3386,Entertainment_yanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2432,Politics_peretz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3762,Politics_lapid.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2750,Entertainment_HassonShaher.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
4908,Entertainment_Ivri2.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
9103,Entertainment_shimi.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3398,Entertainment_shani.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
4257,Entertainment_HassonShaher.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3752,Entertainment_har_lev.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2776,Entertainment_shani.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2984,E_katorza2-250x341.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2565,Entertainment_shimi.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
5208,Politics_shaked.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3030,Entertainment_mushonov.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
4928,Entertainment_shani.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3585,Politics_michaeliM.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
4804,Entertainment_shimi.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
4713,Entertainment_HassonShaher.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
4811,Politics_lapid.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
6268,E_katorza2-250x341.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
4199,Entertainment_shani.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
4809,Entertainment_rita.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3931,E_guri2-250x310.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
5480,Entertainment_shani.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
file,isFamiliar,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
Entertainment_shani.jpg,0,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
Entertainment_har_lev.jpg,1,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
Politics_zamir.jpg,0,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
Politics_michaeliM.jpg,1,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
Politics_lapid.jpg,1,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
Politics_yehimovitz.jpg,0,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
Entertainment_ornaBanai.jpg,0,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
Entertainment_mushonov.jpg,0,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
Politics_smootch.jpg,0,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
Entertainment_HassonShaher.jpg,0,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
Entertainment_yanai.jpg,0,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
Entertainment_shimi.jpg,1,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
Entertainment_Ivri2.jpg,0,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
E_guri2-250x310.jpg,0,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
Politics_liberman2.jpg,0,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
Politics_peretz.jpg,0,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
Entertainment_rita.jpg,0,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
Politics_benet.jpg,0,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
Politics_shaked.jpg,0,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
E_katorza2-250x341.jpg,0,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
age: 40,gender: Female,handedness: right,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
