RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
2084,E_guri2-250x310.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
2194,E_katorza2-250x341.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
1937,Entertainment_shani.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
2459,Entertainment_shimi.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
1678,Entertainment_rita.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
1633,Entertainment_har_lev.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
1988,Politics_lapid.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
1498,Entertainment_shimi.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
2121,E_guri2-250x310.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
2045,Entertainment_mushonov.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
2023,Entertainment_har_lev.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
1971,Entertainment_ornaBanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
2667,E_guri2-250x310.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
1822,Entertainment_Ivri2.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
2056,Entertainment_rita.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
3207,Entertainment_mushonov.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
3350,Entertainment_HassonShaher.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
4456,Entertainment_mushonov.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
2989,Entertainment_shimi.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
3101,Entertainment_ornaBanai.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
2206,Entertainment_rita.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
1971,Entertainment_har_lev.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
2440,Politics_smootch.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
2576,Entertainment_HassonShaher.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
2024,E_guri2-250x310.jpg,E_katorza2-250x341.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
2577,Entertainment_shimi.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
1754,Entertainment_shani.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
8918,Entertainment_ornaBanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
2252,Politics_liberman2.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
2263,Politics_michaeliM.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
2214,Politics_shaked.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
2854,E_katorza2-250x341.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
1774,Entertainment_HassonShaher.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
1964,Politics_liberman2.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
1928,Entertainment_mushonov.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
1627,E_guri2-250x310.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
3077,Entertainment_har_lev.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
2900,E_katorza2-250x341.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
2058,Entertainment_shani.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
2042,Politics_lapid.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
1816,E_katorza2-250x341.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
1950,Entertainment_HassonShaher.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
1992,Politics_yehimovitz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
1991,E_guri2-250x310.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
2518,Entertainment_shani.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
4623,E_katorza2-250x341.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
file,isFamiliar,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
Politics_michaeliM.jpg,0,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
Politics_shaked.jpg,0,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
Politics_zamir.jpg,0,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
Entertainment_shimi.jpg,0,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
Politics_smootch.jpg,0,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
E_guri2-250x310.jpg,0,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
Entertainment_ornaBanai.jpg,0,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
Entertainment_har_lev.jpg,0,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
Entertainment_Ivri2.jpg,0,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
Entertainment_shani.jpg,0,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
Entertainment_rita.jpg,0,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
E_katorza2-250x341.jpg,0,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
Politics_yehimovitz.jpg,0,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
Politics_peretz.jpg,0,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
Entertainment_HassonShaher.jpg,0,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
Politics_benet.jpg,0,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
Entertainment_yanai.jpg,0,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
Entertainment_mushonov.jpg,0,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
Politics_lapid.jpg,0,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
Politics_liberman2.jpg,0,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
age: 27,gender: Female,handedness: right,613a4bd540839f21d8f12e99,"06/20/2022, 08:08:39"
