RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
7231,E_guri2-250x310.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
3248,Entertainment_mushonov.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
4493,Entertainment_shani.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
4656,Entertainment_shani.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
3219,Entertainment_shimi.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
3285,Entertainment_mushonov.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
2727,E_guri2-250x310.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
3577,Entertainment_mushonov.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
5315,E_katorza2-250x341.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
3028,Politics_lapid.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
4488,Entertainment_shimi.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
4121,Entertainment_ornaBanai.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
5083,Entertainment_ornaBanai.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
3068,Entertainment_Ivri2.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
3378,Entertainment_HassonShaher.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
3105,Entertainment_Ivri2.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
2462,Entertainment_shani.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
2893,Entertainment_har_lev.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
2985,E_katorza2-250x341.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
3136,Entertainment_Ivri2.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
3452,Entertainment_yanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
6352,E_guri2-250x310.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
2565,Entertainment_HassonShaher.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
3368,Entertainment_mushonov.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
3195,Entertainment_shimi.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
2909,Politics_benet.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
4048,Entertainment_har_lev.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
2887,Politics_liberman2.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
2832,E_katorza2-250x341.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
2426,Entertainment_ornaBanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
3593,Entertainment_shimi.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
2776,Entertainment_HassonShaher.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
2546,Entertainment_har_lev.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
3134,Politics_benet.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
2792,E_katorza2-250x341.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
3148,Politics_peretz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
2614,Entertainment_rita.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
2369,Entertainment_rita.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
2471,E_katorza2-250x341.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
3601,Entertainment_shimi.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
2641,Entertainment_shimi.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
2370,Entertainment_Ivri2.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
file,isFamiliar,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
Entertainment_shimi.jpg,0,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
Politics_liberman2.jpg,0,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
Entertainment_har_lev.jpg,0,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
Entertainment_mushonov.jpg,0,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
Entertainment_shani.jpg,0,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
Entertainment_ornaBanai.jpg,0,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
Politics_zamir.jpg,0,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
Politics_yehimovitz.jpg,0,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
Entertainment_rita.jpg,0,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
Politics_smootch.jpg,0,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
E_guri2-250x310.jpg,0,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
Entertainment_HassonShaher.jpg,0,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
Politics_peretz.jpg,0,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
Politics_michaeliM.jpg,0,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
Entertainment_yanai.jpg,0,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
E_katorza2-250x341.jpg,0,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
Entertainment_Ivri2.jpg,0,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
Politics_lapid.jpg,1,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
Politics_shaked.jpg,0,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
Politics_benet.jpg,0,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
age: 27,gender: Male,handedness: right,5b244233a7cee100011d6924,"06/19/2022, 14:57:28"
