RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
2818,Entertainment_ornaBanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
2799,E_katorza2-250x341.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
1648,Politics_benet.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
3653,Entertainment_yanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
2126,Entertainment_yanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
2720,Entertainment_mushonov.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
4602,E_katorza2-250x341.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
3714,Politics_benet.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
2393,E_guri2-250x310.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
2256,Entertainment_Ivri2.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
5090,Politics_michaeliM.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
3262,Entertainment_yanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
2743,Entertainment_mushonov.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
2039,Entertainment_HassonShaher.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
1925,Entertainment_HassonShaher.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
3679,E_guri2-250x310.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
2377,Politics_shaked.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
3809,Entertainment_HassonShaher.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
3184,Entertainment_rita.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
3846,Entertainment_yanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
7785,Entertainment_shimi.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
4318,Entertainment_Ivri2.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
2719,Entertainment_HassonShaher.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
2683,E_katorza2-250x341.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
8692,Entertainment_har_lev.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
4592,Entertainment_har_lev.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
3228,Politics_liberman2.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
1959,Entertainment_shimi.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
3257,Entertainment_ornaBanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
2190,Politics_benet.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
5332,Politics_lapid.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
3204,Entertainment_har_lev.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
2221,Entertainment_yanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
2250,Entertainment_har_lev.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
5136,Entertainment_shani.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
8021,E_katorza2-250x341.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
3800,Entertainment_HassonShaher.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
3006,Entertainment_rita.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
2318,Entertainment_ornaBanai.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
5105,Entertainment_ornaBanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
4675,Entertainment_shani.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
2821,Entertainment_ornaBanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
3502,Entertainment_ornaBanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
8578,Politics_shaked.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
4692,Entertainment_mushonov.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
3659,Entertainment_shani.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
2313,Entertainment_rita.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
5110,E_katorza2-250x341.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
7504,Entertainment_mushonov.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
1778,Politics_benet.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
file,isFamiliar,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
Politics_peretz.jpg,0,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
E_guri2-250x310.jpg,0,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
Politics_liberman2.jpg,0,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
Politics_lapid.jpg,0,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
Entertainment_yanai.jpg,0,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
Entertainment_shani.jpg,0,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
Politics_michaeliM.jpg,0,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
Entertainment_mushonov.jpg,0,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
Entertainment_ornaBanai.jpg,1,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
Politics_shaked.jpg,0,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
E_katorza2-250x341.jpg,1,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
Entertainment_har_lev.jpg,0,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
Entertainment_shimi.jpg,1,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
Politics_zamir.jpg,0,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
Entertainment_rita.jpg,1,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
Politics_benet.jpg,0,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
Politics_yehimovitz.jpg,0,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
Entertainment_HassonShaher.jpg,1,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
Entertainment_Ivri2.jpg,0,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
Politics_smootch.jpg,0,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
age: 31,gender: Female,handedness: right,5b73e17f1f4c3c0001516dd7,"06/19/2022, 14:49:16"
