RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2288,E_F_jennifer_aniston.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2118,E_F_angelina_jolie.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2466,E_F_sandra_bullock.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2252,E_M_robert_de_niro.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2609,E_M_tom_hankes.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3242,P_M_donald_trump.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2563,P_M_boris_johnson.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2875,E_M_tom_hankes.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2440,P_F_nicola_sturgeon.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2795,E_F_keira_knightley.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3556,E_F_jennifer_aniston.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2164,P_F_tehresy_may.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2209,E_F_Judi_Dench.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2683,E_F_Kate_Winslet.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2274,E_F_keira_knightley.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2053,E_M_tom_hankes.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
4654,P_F_nicola_sturgeon.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2373,E_F_Kate_Winslet.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2992,E_M_Hugh_Grant.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2631,E_M_michael_caine.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2941,E_F_Judi_Dench.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3318,E_F_Judi_Dench.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2435,E_F_keira_knightley.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2369,E_F_Judi_Dench.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2816,P_M_david_cameron.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
1989,E_M_tom_hankes.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2827,E_F_Kate_Winslet.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3269,P_M_boris_johnson.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2783,E_F_keira_knightley.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
5331,P_F_nicola_sturgeon.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2429,P_M_boris_johnson.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
1870,E_F_sandra_bullock.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3463,E_F_jennifer_aniston.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2254,E_F_Judi_Dench.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2564,E_M_tom_hankes.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2425,E_F_Judi_Dench.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2543,E_M_nicolas_cage.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,1,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
1943,E_M_tom_hankes.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
1868,E_F_angelina_jolie.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2079,E_F_jennifer_aniston.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2063,P_F_tehresy_may.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2221,P_F_nicola_sturgeon.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
1529,E_M_robert_de_niro.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
1953,E_F_Judi_Dench.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3365,P_F_hillary_clinton.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2804,E_M_nicolas_cage.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3066,E_M_michael_caine.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
4735,E_F_Judi_Dench.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2823,E_F_sandra_bullock.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3061,E_M_nicolas_cage.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3316,E_F_Kate_Winslet.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
file,isFamiliar,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
P_M_donald_trump.png,0,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
E_F_Judi_Dench.png,0,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
E_M_robert_de_niro.png,0,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
E_M_nicolas_cage.png,0,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
E_F_sandra_bullock.png,0,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
E_M_michael_caine.png,0,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
E_F_jennifer_aniston.png,0,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
E_F_Kate_Winslet.png,0,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
E_F_angelina_jolie.png,0,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
E_F_keira_knightley.png,0,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
P_F_tehresy_may.png,0,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
E_M_Hugh_Grant.png,0,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
P_F_nicola_sturgeon.png,0,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
P_F_hillary_clinton.png,0,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
P_M_boris_johnson.png,0,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
P_M_david_cameron.png,0,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
P_M_Tony_Blair.png,0,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
P_M_bill_clinton.png,0,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
E_M_tom_hankes.png,0,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
P_M_george_Wbush.png,0,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
age: 32,gender: Female,handedness: right,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
