RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
2131,E_F_jennifer_aniston.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
2146,E_F_Kate_Winslet.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
3219,E_F_sandra_bullock.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
2871,E_F_Kate_Winslet.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
2923,E_M_robert_de_niro.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
13815,E_F_Kate_Winslet.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
7678,E_F_Kate_Winslet.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
6106,E_M_michael_caine.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
2864,P_F_nicola_sturgeon.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
1839,E_F_keira_knightley.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
2143,E_F_sandra_bullock.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
2439,E_M_tom_hankes.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
1131,E_F_jennifer_aniston.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
1531,E_F_jennifer_aniston.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
2720,E_F_angelina_jolie.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
1861,E_F_keira_knightley.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
1974,P_F_nicola_sturgeon.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
1970,E_M_Hugh_Grant.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
1679,P_M_david_cameron.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
2175,E_F_jennifer_aniston.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
1698,E_F_Judi_Dench.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
1866,P_F_hillary_clinton.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
3318,E_M_nicolas_cage.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
2263,E_F_Kate_Winslet.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
2040,E_F_sandra_bullock.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
1857,E_M_michael_caine.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
2410,E_F_angelina_jolie.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
2454,E_F_Judi_Dench.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
2269,E_F_sandra_bullock.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
2085,E_F_jennifer_aniston.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
2614,E_M_nicolas_cage.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
2034,E_F_angelina_jolie.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
2449,P_M_boris_johnson.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
4366,E_F_keira_knightley.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
7903,E_F_keira_knightley.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
3168,E_M_Hugh_Grant.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
2129,E_M_nicolas_cage.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
4609,E_F_sandra_bullock.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
2702,E_F_Judi_Dench.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
1966,E_M_robert_de_niro.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
file,isFamiliar,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
P_F_nicola_sturgeon.png,0,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
E_F_sandra_bullock.png,0,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
E_F_Kate_Winslet.png,0,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
P_M_donald_trump.png,0,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
P_F_hillary_clinton.png,0,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
E_F_keira_knightley.png,0,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
P_M_bill_clinton.png,0,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
E_M_Hugh_Grant.png,0,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
E_M_nicolas_cage.png,0,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
P_M_george_Wbush.png,0,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
E_M_michael_caine.png,0,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
E_F_jennifer_aniston.png,0,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
E_F_angelina_jolie.png,0,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
P_F_tehresy_may.png,0,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
P_M_boris_johnson.png,0,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
E_M_robert_de_niro.png,0,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
P_M_david_cameron.png,0,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
P_M_Tony_Blair.png,0,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
E_F_Judi_Dench.png,0,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
E_M_tom_hankes.png,0,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
age: 31,gender: Female,handedness: right,604249b06f34b50af5338558,"05/04/2022, 10:31:29"
