RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
3431,E_M_Hugh_Grant.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
5071,E_F_angelina_jolie.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
5615,E_F_angelina_jolie.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
3959,E_M_michael_caine.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
4039,E_M_tom_hankes.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2455,E_F_Kate_Winslet.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2887,E_F_Kate_Winslet.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
3335,E_F_Kate_Winslet.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
3495,E_F_keira_knightley.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
4359,E_M_Hugh_Grant.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
3943,E_F_Judi_Dench.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2638,E_F_jennifer_aniston.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2420,E_F_jennifer_aniston.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2086,E_M_nicolas_cage.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2543,E_M_Hugh_Grant.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2799,E_F_Kate_Winslet.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2279,E_M_Hugh_Grant.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2910,E_M_nicolas_cage.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
3487,P_M_boris_johnson.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2278,E_M_Hugh_Grant.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
3967,E_M_tom_hankes.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
4751,E_M_Hugh_Grant.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
4335,E_F_Kate_Winslet.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
4047,E_F_keira_knightley.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2239,E_F_sandra_bullock.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
6031,E_F_Judi_Dench.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2375,P_F_tehresy_may.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
4031,E_F_angelina_jolie.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2470,E_F_angelina_jolie.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2800,E_M_tom_hankes.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
4870,E_F_Judi_Dench.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
3743,E_M_michael_caine.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2790,P_F_hillary_clinton.png,P_F_tehresy_may.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2294,E_M_robert_de_niro.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2887,P_M_boris_johnson.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2639,E_M_nicolas_cage.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
3255,E_M_michael_caine.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2511,E_M_Hugh_Grant.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
3063,P_M_david_cameron.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2191,E_M_nicolas_cage.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
6566,E_F_Judi_Dench.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
4919,P_M_bill_clinton.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
file,isFamiliar,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
E_F_sandra_bullock.png,0,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
P_M_david_cameron.png,0,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
P_M_boris_johnson.png,1,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
E_F_angelina_jolie.png,1,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
E_M_Hugh_Grant.png,0,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
E_M_tom_hankes.png,1,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
E_M_nicolas_cage.png,0,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
E_F_Kate_Winslet.png,0,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
P_F_nicola_sturgeon.png,0,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
P_M_donald_trump.png,0,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
P_M_george_Wbush.png,0,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
E_M_robert_de_niro.png,0,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
E_M_michael_caine.png,0,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
P_F_tehresy_may.png,1,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
E_F_jennifer_aniston.png,0,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
P_M_bill_clinton.png,0,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
E_F_keira_knightley.png,1,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
P_M_Tony_Blair.png,1,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
E_F_Judi_Dench.png,1,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
P_F_hillary_clinton.png,0,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
age: 27,gender: Male,handedness: right,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
