RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
3000,P_F_hillary_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
1846,E_M_Hugh_Grant.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
2218,E_F_sandra_bullock.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
2332,P_M_bill_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
3383,E_F_jennifer_aniston.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
2065,E_F_Kate_Winslet.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
1651,E_M_Hugh_Grant.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
2381,E_M_tom_hankes.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
2690,E_F_angelina_jolie.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
2090,E_F_Judi_Dench.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
1817,E_F_jennifer_aniston.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
2684,E_F_angelina_jolie.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
1914,E_F_Kate_Winslet.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
2367,P_F_nicola_sturgeon.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
3214,P_F_nicola_sturgeon.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
2118,P_F_hillary_clinton.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
1765,E_F_jennifer_aniston.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
2349,P_F_nicola_sturgeon.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
1965,E_F_Kate_Winslet.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
1616,P_M_david_cameron.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
2567,E_M_robert_de_niro.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
2582,E_F_Judi_Dench.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
1866,E_F_sandra_bullock.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
1734,P_F_tehresy_may.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
2315,E_M_nicolas_cage.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
2399,E_M_michael_caine.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
4714,P_M_george_Wbush.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
2800,E_F_keira_knightley.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
1731,E_M_robert_de_niro.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
1683,E_F_sandra_bullock.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
1866,E_F_Judi_Dench.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
1666,E_F_Judi_Dench.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
1847,E_F_Kate_Winslet.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
1783,E_F_keira_knightley.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
2667,E_F_sandra_bullock.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
2148,P_M_bill_clinton.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
1649,E_F_keira_knightley.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
1715,E_F_sandra_bullock.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
2167,E_F_jennifer_aniston.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
2264,P_M_boris_johnson.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
2282,E_M_nicolas_cage.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
1783,P_F_hillary_clinton.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
2599,E_M_michael_caine.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
4050,E_F_Judi_Dench.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
file,isFamiliar,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
E_M_michael_caine.png,0,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
P_M_bill_clinton.png,0,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
E_F_angelina_jolie.png,0,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
P_F_tehresy_may.png,1,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
E_M_robert_de_niro.png,0,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
E_F_sandra_bullock.png,0,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
P_M_boris_johnson.png,1,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
P_M_Tony_Blair.png,1,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
P_F_hillary_clinton.png,0,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
P_M_george_Wbush.png,0,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
E_F_keira_knightley.png,0,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
E_M_tom_hankes.png,0,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
P_M_donald_trump.png,1,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
P_M_david_cameron.png,1,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
E_M_Hugh_Grant.png,0,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
E_M_nicolas_cage.png,0,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
E_F_Judi_Dench.png,0,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
E_F_Kate_Winslet.png,0,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
P_F_nicola_sturgeon.png,0,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
E_F_jennifer_aniston.png,0,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
age: 33,gender: Female,handedness: left,571b3de05d40840013c49f3a,"05/04/2022, 10:14:16"
