RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3519,E_M_michael_caine.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
4459,P_F_nicola_sturgeon.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
4685,E_F_keira_knightley.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
4849,E_M_tom_hankes.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2681,E_M_michael_caine.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3813,E_F_keira_knightley.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3024,E_F_jennifer_aniston.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3129,E_M_tom_hankes.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2863,P_M_bill_clinton.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2303,P_F_nicola_sturgeon.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
4564,E_M_Hugh_Grant.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
4368,E_F_Judi_Dench.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
4128,E_F_sandra_bullock.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3138,E_F_Kate_Winslet.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3129,E_F_angelina_jolie.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3913,E_M_Hugh_Grant.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
7405,E_F_angelina_jolie.png,E_F_jennifer_aniston.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
5792,E_M_nicolas_cage.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3358,E_F_angelina_jolie.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3030,E_F_Kate_Winslet.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2753,E_F_Judi_Dench.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2734,E_F_sandra_bullock.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2238,P_M_donald_trump.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3976,E_F_Kate_Winslet.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3460,E_F_jennifer_aniston.png,E_F_Judi_Dench.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3445,E_F_keira_knightley.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3243,E_F_keira_knightley.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
8297,E_M_robert_de_niro.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3727,P_F_nicola_sturgeon.png,P_F_tehresy_may.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2293,E_M_tom_hankes.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2525,E_F_Judi_Dench.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3634,E_M_michael_caine.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2502,E_M_Hugh_Grant.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
6087,E_F_jennifer_aniston.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3906,E_F_sandra_bullock.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2510,E_F_angelina_jolie.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2640,E_F_Kate_Winslet.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2668,E_F_sandra_bullock.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
4352,E_F_sandra_bullock.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3339,E_M_Hugh_Grant.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
4777,E_F_jennifer_aniston.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3070,E_F_Judi_Dench.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3590,E_M_michael_caine.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3820,E_F_angelina_jolie.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3265,E_M_tom_hankes.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3956,P_M_donald_trump.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
5230,E_M_tom_hankes.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
file,isFamiliar,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
E_F_keira_knightley.png,0,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
P_F_nicola_sturgeon.png,0,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
E_F_Kate_Winslet.png,0,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
P_M_bill_clinton.png,0,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
P_M_donald_trump.png,0,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
E_M_tom_hankes.png,0,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
E_M_nicolas_cage.png,0,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
P_F_tehresy_may.png,0,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
E_F_angelina_jolie.png,0,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
E_F_sandra_bullock.png,0,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
E_M_robert_de_niro.png,0,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
E_M_michael_caine.png,0,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
E_F_jennifer_aniston.png,0,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
E_M_Hugh_Grant.png,0,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
E_F_Judi_Dench.png,0,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
P_M_Tony_Blair.png,0,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
P_F_hillary_clinton.png,0,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
P_M_david_cameron.png,0,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
P_M_george_Wbush.png,0,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
P_M_boris_johnson.png,0,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
age: 30,gender: Female,handedness: right,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
