RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
5172,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2628,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2307,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2164,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2141,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
4296,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2067,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2649,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
1956,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
1684,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2575,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
1997,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2025,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3467,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3382,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2075,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3505,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3334,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2089,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2444,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2629,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2672,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2811,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2206,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3508,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
1958,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2191,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3335,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2309,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3155,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3918,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3340,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3481,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3340,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
1978,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
1867,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2121,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
1953,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2893,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2120,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
1956,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
5180,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
6423,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2244,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
file,isFamiliar,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
P_M_Gordon_Brown.png,1,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
E_F_Julie_Walters.png,1,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
E_F_Jennifer_Saunders.png,1,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
P_M_jeremy_corbyn.png,1,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
E_F_Dawn_Roma_French.png,1,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
P_F_nicola_sturge.png,1,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
P_M_Michael_Gove.png,0,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
E_F_Sarah_Millican.png,1,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
P_M_Tony_Blair.png,1,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
E_M_Ewan_McGregor.png,1,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
E_M_Peter_Kay.png,1,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
P_M_Sajid_Javid.png,0,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
E_M_Jimmy_Carr.png,1,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
E_M_Russell_Howard.png,1,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
E_M_Michael_McIntyr.png,1,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
P_M_david_camer.png,0,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
P_M_keir_starmer.png,0,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
P_M_nigel_farage.png,1,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
P_F_Theresa_May.png,1,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
E_M_Simon_Pegg.png,1,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
age: 34,gender: Female,handedness: right,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
