RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
3465,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
2235,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
1984,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
2075,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
3341,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
3715,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
3295,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
3642,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
2389,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
2993,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
40366,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
2019,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
2723,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
7718,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
3346,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
2741,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
4321,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
3874,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
3570,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
3313,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
2653,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
2657,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
2549,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
2443,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
3298,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
2244,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
2606,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
3415,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
2951,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
2624,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
2308,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
4151,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
4255,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
3585,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
2595,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
2467,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
2689,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
2612,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
1908,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
1665,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
2935,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
2302,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
2148,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
2458,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
2941,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
2280,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
3882,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
4010,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
2468,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
2909,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
file,isFamiliar,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
P_M_Gordon_Brown.png,1,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
E_M_Simon_Pegg.png,1,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
E_M_Ewan_McGregor.png,1,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
E_M_Michael_McIntyr.png,1,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
E_F_Jennifer_Saunders.png,1,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
E_M_Russell_Howard.png,1,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
E_M_Jimmy_Carr.png,1,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
P_F_Theresa_May.png,1,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
E_F_Julie_Walters.png,1,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
P_M_david_camer.png,1,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
E_M_Peter_Kay.png,1,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
P_M_keir_starmer.png,1,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
P_M_nigel_farage.png,1,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
P_M_jeremy_corbyn.png,1,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
P_M_Sajid_Javid.png,1,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
P_F_nicola_sturge.png,1,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
E_F_Dawn_Roma_French.png,1,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
E_F_Sarah_Millican.png,1,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
P_M_Michael_Gove.png,1,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
P_M_Tony_Blair.png,1,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
age: 28,gender: Male,handedness: right,62a25979395b31ea9c61bcb2,"07/06/2022, 17:20:19"
