RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
6982,Entertainment_mushonov.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
5848,Entertainment_har_lev.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
6300,Entertainment_shimi.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
7961,Entertainment_shani.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
30801,Entertainment_shimi.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
4031,E_guri2-250x310.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
3431,Entertainment_mushonov.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
11041,E_guri2-250x310.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
5941,Politics_peretz.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
3712,E_katorza2-250x341.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
2813,Entertainment_rita.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
4582,E_guri2-250x310.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
7812,Entertainment_rita.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
5461,Entertainment_Ivri2.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
4721,E_guri2-250x310.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
5421,Entertainment_HassonShaher.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
4231,Entertainment_HassonShaher.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
4453,Entertainment_mushonov.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
11726,E_guri2-250x310.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
4391,Entertainment_mushonov.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
3471,Politics_peretz.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,2,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
4742,Politics_liberman2.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
4382,E_katorza2-250x341.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
3221,Entertainment_Ivri2.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
5687,Politics_lapid.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
4239,Entertainment_HassonShaher.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
32642,Politics_liberman2.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
40171,Entertainment_yanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
20852,Politics_yehimovitz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
14750,Entertainment_rita.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
6442,Politics_peretz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
4462,Politics_shaked.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
7672,Entertainment_yanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
11351,E_guri2-250x310.jpg,E_katorza2-250x341.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
5472,Entertainment_yanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
3641,Entertainment_HassonShaher.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
21832,E_guri2-250x310.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
7192,Politics_michaeliM.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
4032,Entertainment_mushonov.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
3282,E_guri2-250x310.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
4451,Entertainment_ornaBanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
5452,Politics_lapid.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
7991,Entertainment_Ivri2.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
13891,Politics_lapid.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
4651,Entertainment_Ivri2.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
11464,Politics_benet.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
5491,Entertainment_har_lev.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
2691,E_katorza2-250x341.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
file,isFamiliar,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
Politics_liberman2.jpg,1,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
E_katorza2-250x341.jpg,1,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
E_guri2-250x310.jpg,1,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
Entertainment_ornaBanai.jpg,1,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
Politics_smootch.jpg,1,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
Politics_benet.jpg,1,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
Politics_yehimovitz.jpg,1,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
Entertainment_HassonShaher.jpg,1,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
Politics_michaeliM.jpg,1,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
Politics_lapid.jpg,1,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
Politics_zamir.jpg,1,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
Entertainment_mushonov.jpg,1,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
Entertainment_rita.jpg,1,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
Politics_shaked.jpg,1,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
Politics_peretz.jpg,1,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
Entertainment_shani.jpg,1,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
Entertainment_Ivri2.jpg,1,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
Entertainment_shimi.jpg,1,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
Entertainment_har_lev.jpg,1,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
Entertainment_yanai.jpg,1,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
age: 27,gender: M,handedness: left,5c0d83e9b24b5c00017950db,"06/08/2022, 17:28:42"
