RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
2548,Entertainment_Ivri2.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
3678,Entertainment_har_lev.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
6172,Entertainment_ornaBanai.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
3987,Entertainment_har_lev.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
1860,Entertainment_HassonShaher.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
2793,Entertainment_shani.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
5150,E_katorza2-250x341.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
2047,Entertainment_shimi.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
2964,Entertainment_yanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
2957,Entertainment_rita.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
5697,Entertainment_rita.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
1775,Entertainment_shimi.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
1621,Entertainment_ornaBanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
5013,Politics_michaeliM.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
1942,Entertainment_shani.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
1938,E_guri2-250x310.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
2660,Entertainment_shani.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
2033,E_katorza2-250x341.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
1708,Entertainment_HassonShaher.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
2917,E_guri2-250x310.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
2103,E_katorza2-250x341.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
8890,E_guri2-250x310.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
1643,Politics_yehimovitz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
1570,Entertainment_rita.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
1942,E_guri2-250x310.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
2286,E_guri2-250x310.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
1782,E_guri2-250x310.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,1,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
2200,Politics_lapid.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
2232,Entertainment_shimi.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
3109,E_katorza2-250x341.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
2043,Entertainment_shani.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
1867,Entertainment_mushonov.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
2469,Entertainment_Ivri2.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
1702,Entertainment_mushonov.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
2880,Entertainment_har_lev.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
3955,Entertainment_HassonShaher.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
1968,E_katorza2-250x341.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
2354,Entertainment_rita.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
3424,Politics_lapid.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
1945,Entertainment_har_lev.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
4008,Entertainment_shimi.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
15693,E_katorza2-250x341.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
4567,Entertainment_shani.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
1810,Entertainment_mushonov.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
file,isFamiliar,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
Politics_zamir.jpg,1,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
Politics_peretz.jpg,1,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
Politics_yehimovitz.jpg,1,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
E_guri2-250x310.jpg,1,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
Entertainment_mushonov.jpg,1,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
Entertainment_rita.jpg,1,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
Politics_lapid.jpg,1,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
Politics_shaked.jpg,1,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
Entertainment_shimi.jpg,1,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
Entertainment_shani.jpg,1,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
Entertainment_HassonShaher.jpg,1,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
Entertainment_ornaBanai.jpg,1,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
Entertainment_yanai.jpg,1,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
Politics_smootch.jpg,1,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
E_katorza2-250x341.jpg,1,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
Politics_michaeliM.jpg,1,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
Politics_benet.jpg,1,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
Politics_liberman2.jpg,1,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
Entertainment_Ivri2.jpg,1,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
Entertainment_har_lev.jpg,1,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
age: 30,gender: M,handedness: right,5ea60503456e580cde43cdba,"06/07/2022, 08:04:29"
