RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2347,Politics_smootch.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,5dea8601152165018287b658,"06/08/2022, 13:47:18"
3088,Politics_michaeliM.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1306,Entertainment_ornaBanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1721,Entertainment_har_lev.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5dea8601152165018287b658,"06/08/2022, 13:47:18"
3513,E_guri2-250x310.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5dea8601152165018287b658,"06/08/2022, 13:47:18"
3090,E_katorza2-250x341.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1768,Entertainment_mushonov.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2029,Entertainment_shani.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2052,Politics_benet.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2099,Entertainment_shimi.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2424,Entertainment_har_lev.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2380,Politics_michaeliM.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1762,Entertainment_shani.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1939,Entertainment_rita.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1966,Politics_peretz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2389,Politics_benet.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2549,Entertainment_Ivri2.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1370,Entertainment_shani.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2718,E_guri2-250x310.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2176,Entertainment_HassonShaher.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2350,Entertainment_har_lev.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1525,Entertainment_HassonShaher.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1181,E_katorza2-250x341.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1894,E_guri2-250x310.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2225,E_katorza2-250x341.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1953,Entertainment_ornaBanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1887,Politics_lapid.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1538,Entertainment_Ivri2.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1930,Entertainment_HassonShaher.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1480,Entertainment_shimi.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
3168,Entertainment_mushonov.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1670,Politics_benet.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1911,Entertainment_HassonShaher.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1777,Politics_liberman2.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1707,E_katorza2-250x341.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1879,Politics_peretz.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1758,Politics_benet.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1621,Politics_lapid.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2415,Entertainment_Ivri2.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1359,Entertainment_shani.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
file,isFamiliar,5dea8601152165018287b658,"06/08/2022, 13:47:18"
Entertainment_har_lev.jpg,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
Entertainment_shimi.jpg,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
Entertainment_mushonov.jpg,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
Entertainment_HassonShaher.jpg,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
Politics_michaeliM.jpg,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
E_katorza2-250x341.jpg,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
Entertainment_yanai.jpg,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
Politics_zamir.jpg,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
Entertainment_ornaBanai.jpg,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
E_guri2-250x310.jpg,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
Politics_benet.jpg,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
Politics_lapid.jpg,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
Politics_shaked.jpg,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
Entertainment_Ivri2.jpg,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
Entertainment_rita.jpg,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
Politics_smootch.jpg,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
Entertainment_shani.jpg,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
Politics_peretz.jpg,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
Politics_liberman2.jpg,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
Politics_yehimovitz.jpg,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
age: 25,gender: M,handedness: right,5dea8601152165018287b658,"06/08/2022, 13:47:18"
