RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
2449,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
3252,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
4673,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
2056,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
6421,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
3148,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
2654,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
6094,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
5970,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
2891,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
2247,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
2270,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
1684,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
2045,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
2552,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
2801,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
2416,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
2111,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
3578,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
2383,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
2282,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
1693,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
3514,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
2011,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
2427,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
1876,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
1751,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
6129,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
1966,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
1659,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
2473,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
2912,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
1797,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
1514,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
2789,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
1615,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
1752,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
2889,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
3387,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
2394,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
1842,E_F_Dawn_Roma_French.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
3556,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
3116,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
2688,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
2439,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
2046,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
1762,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
1819,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
1436,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
2202,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
3748,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
3883,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
file,isFamiliar,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
P_M_Gordon_Brown.png,1,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
E_M_Simon_Pegg.png,1,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
E_F_Jennifer_Saunders.png,1,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
P_M_Tony_Blair.png,1,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
P_M_jeremy_corbyn.png,1,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
P_M_Sajid_Javid.png,1,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
E_F_Sarah_Millican.png,1,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
P_F_nicola_sturge.png,1,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
P_M_david_camer.png,1,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
E_M_Ewan_McGregor.png,1,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
E_M_Peter_Kay.png,1,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
E_F_Dawn_Roma_French.png,1,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
P_M_nigel_farage.png,1,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
P_M_keir_starmer.png,1,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
P_F_Theresa_May.png,1,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
E_M_Jimmy_Carr.png,1,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
P_M_Michael_Gove.png,1,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
E_M_Russell_Howard.png,1,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
E_F_Julie_Walters.png,1,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
E_M_Michael_McIntyr.png,1,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
age: 35,gender: Female,handedness: right,603bb3cfd1aca681ef60b8cd,"07/06/2022, 18:55:17"
