RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
6428,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3249,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2781,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3097,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2295,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
7680,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
4247,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2463,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
16614,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3276,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
4981,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3749,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2395,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
5750,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3115,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2264,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
4098,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3962,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
4044,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
4363,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2982,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
4632,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2395,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2444,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2664,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3578,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2446,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
4194,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3714,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3678,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2761,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
4932,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2781,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2544,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2385,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3157,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2951,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2428,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2556,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2998,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3168,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2331,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2992,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2430,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
1880,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2846,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2398,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2478,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3081,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
file,isFamiliar,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
E_M_Peter_Kay.png,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
P_M_keir_starmer.png,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
P_M_Sajid_Javid.png,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
E_M_Jimmy_Carr.png,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
P_M_david_camer.png,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
E_F_Jennifer_Saunders.png,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
E_F_Dawn_Roma_French.png,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
E_M_Russell_Howard.png,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
E_M_Simon_Pegg.png,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
P_M_jeremy_corbyn.png,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
E_F_Julie_Walters.png,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
P_M_nigel_farage.png,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
E_M_Ewan_McGregor.png,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
P_M_Tony_Blair.png,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
P_F_nicola_sturge.png,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
P_F_Theresa_May.png,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
E_F_Sarah_Millican.png,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
E_M_Michael_McIntyr.png,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
P_M_Gordon_Brown.png,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
P_M_Michael_Gove.png,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
age: 30,gender: Male,handedness: right,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
