RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3547,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
14656,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
15666,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3669,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
4895,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
18095,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3160,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
35557,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2678,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3474,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2168,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3555,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
5473,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3863,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2518,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
13265,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
5021,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
36340,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1833,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3435,P_F_nicola_sturge.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
8215,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2347,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
954,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1623,E_F_Dawn_Roma_French.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1236,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1621,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2157,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1838,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2211,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1635,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1642,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1823,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2506,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1680,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1723,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2750,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1735,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2340,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1681,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
5674,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2569,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
4986,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
11243,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1855,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2185,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2970,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1800,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1938,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2589,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
4331,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3404,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
file,isFamiliar,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
E_M_Ewan_McGregor.png,1,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
P_F_Theresa_May.png,1,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
P_F_nicola_sturge.png,1,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
P_M_Sajid_Javid.png,1,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
P_M_keir_starmer.png,0,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
P_M_Gordon_Brown.png,1,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
E_M_Jimmy_Carr.png,1,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
P_M_jeremy_corbyn.png,1,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
E_F_Julie_Walters.png,0,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
P_M_Michael_Gove.png,0,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
P_M_nigel_farage.png,1,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
E_F_Dawn_Roma_French.png,1,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
E_M_Simon_Pegg.png,1,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
E_F_Jennifer_Saunders.png,0,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
E_F_Sarah_Millican.png,1,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
E_M_Michael_McIntyr.png,1,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
E_M_Russell_Howard.png,1,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
E_M_Peter_Kay.png,1,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
P_M_Tony_Blair.png,1,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
P_M_david_camer.png,1,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
age: 30,gender: Male,handedness: right,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
