RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2843,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2436,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
3861,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2514,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
3372,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
3147,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2816,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2106,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
3525,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2384,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2001,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
5825,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2127,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2991,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
4968,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2297,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2199,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2744,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
3283,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2275,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2318,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
4053,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
4705,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
3005,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2088,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2979,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
5010,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
3097,P_F_nicola_sturge.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2985,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2985,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2587,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2176,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2585,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
3047,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
3587,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2650,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2594,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
4035,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2877,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
3257,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
4341,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
3138,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2537,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
3839,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
4145,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
4020,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2416,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2867,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
1952,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2169,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
3713,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2548,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
2993,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
file,isFamiliar,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
P_M_nigel_farage.png,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
E_F_Dawn_Roma_French.png,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
E_F_Julie_Walters.png,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
E_M_Russell_Howard.png,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
P_M_keir_starmer.png,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
P_M_Gordon_Brown.png,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
P_M_Michael_Gove.png,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
P_F_Theresa_May.png,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
P_F_nicola_sturge.png,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
P_M_Sajid_Javid.png,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
E_F_Sarah_Millican.png,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
E_M_Ewan_McGregor.png,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
E_M_Peter_Kay.png,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
E_M_Michael_McIntyr.png,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
E_M_Jimmy_Carr.png,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
P_M_jeremy_corbyn.png,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
E_M_Simon_Pegg.png,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
E_F_Jennifer_Saunders.png,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
P_M_david_camer.png,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
P_M_Tony_Blair.png,1,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
age: 26,gender: Female,handedness: right,5e22f8f46e850f000a7f7a0e,"07/06/2022, 19:01:16"
