RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
4200,P_F_Theresa_May(3).png,P_M_david_camer(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
2457,E_M_Simon_Pegg(8).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
3500,E_F_Julie_Walters(20).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
5996,E_F_Sarah_Millican(1).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
2159,P_M_Gordon_Brown(19).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
2846,E_M_Simon_Pegg(8).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
3436,E_M_Michael_McIntyr(8).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
3802,P_M_Gordon_Brown(19).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
2852,P_M_david_camer(14).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
2259,P_F_nicola_sturge(10).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
1711,E_M_Ewan_McGregor(3).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
2401,E_F_Dawn_Roma(4).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
2463,E_F_Sarah_Millican(1).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
3378,P_M_nigel_farage(5).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
2664,E_M_Peter_Kay(3).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
6630,E_M_Ewan_McGregor(3).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
4784,E_M_Peter_Kay(3).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
5066,E_F_Sarah_Millican(1).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
11000,E_M_Ewan_McGregor(3).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
4438,E_F_Dawn_Roma(4).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
3129,P_M_Gordon_Brown(19).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
7579,E_M_Jimmy_Carr(5).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
2025,E_M_Simon_Pegg(8).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
2319,E_M_Ewan_McGregor(3).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
3113,E_M_Russell_Howard(10).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
2679,P_M_Sajid_Javid(4).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
2460,P_F_nicola_sturge(10).png,P_M_david_camer(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
3342,E_M_Simon_Pegg(8).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
3375,E_M_Russell_Howard(10).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
2226,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
2225,E_M_Jimmy_Carr(5).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
3233,E_M_Peter_Kay(3).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
1968,E_F_Julie_Walters(20).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
2988,P_F_Theresa_May(3).png,P_M_Gordon_Brown(19).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
8640,E_F_Dawn_Roma(4).png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
3490,E_F_Dawn_Roma(4).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
2190,P_F_nicola_sturge(10).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
4230,E_M_Simon_Pegg(8).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
2570,E_F_Sarah_Millican(1).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
2762,E_M_Michael_McIntyr(8).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
2415,E_F_Dawn_Roma(4).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
2135,E_M_Russell_Howard(10).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
6090,E_M_Russell_Howard(10).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
3960,P_F_Theresa_May(3).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
4469,E_M_Michael_McIntyr(8).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
2269,E_M_Michael_McIntyr(8).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
4783,E_M_Jimmy_Carr(5).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
2282,E_M_Ewan_McGregor(3).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
3384,E_M_Simon_Pegg(8).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
2242,E_F_Julie_Walters(20).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
3310,E_F_Jennifer_Saunders.png,E_F_Julie_Walters(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
1904,P_M_Michael_Gove(9).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
2078,P_F_Theresa_May(3).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
file,isFamiliar,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
E_M_Jimmy_Carr(5).png,0,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
P_M_keir_starmer(6).png,0,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
E_M_Ewan_McGregor(3).png,0,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
P_M_jeremy_corbyn(2).png,0,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
E_F_Sarah_Millican(1).png,0,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
P_M_david_camer(14).png,1,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
E_F_Julie_Walters(20).png,1,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
P_F_nicola_sturge(10).png,1,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
P_M_Gordon_Brown(19).png,0,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
P_F_Theresa_May(3).png,0,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
P_M_Michael_Gove(9).png,0,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
E_M_Simon_Pegg(8).png,0,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
E_M_Peter_Kay(3).png,0,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
P_M_nigel_farage(5).png,1,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
E_F_Dawn_Roma(4).png,0,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
P_M_Tony_Blair.png,0,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
P_M_Sajid_Javid(4).png,0,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
E_M_Russell_Howard(10).png,0,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
E_M_Michael_McIntyr(8).png,0,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
E_F_Jennifer_Saunders.png,0,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
age: 30,gender: Male,handedness: right,5d66849f0e3ff20016f36599,"10/27/2022, 13:42:44"
