RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
2930,P_F_nicola_sturge(10).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
5018,E_F_Julie_Walters(20).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
1813,E_M_Russell_Howard(10).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
5377,E_M_Russell_Howard(10).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
1952,E_M_Michael_McIntyr(8).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
1638,E_F_Julie_Walters(20).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
2637,P_M_david_camer(14).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
64148,E_F_Sarah_Millican(1).png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
1488,E_M_Peter_Kay(3).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
2229,E_M_Simon_Pegg(8).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
3782,E_F_Julie_Walters(20).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
1701,E_M_Russell_Howard(10).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
2224,E_F_Dawn_Roma(4).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
1690,E_F_Julie_Walters(20).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
2805,P_M_Gordon_Brown(19).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
5973,E_M_Ewan_McGregor(3).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
4366,E_F_Julie_Walters(20).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
3484,E_M_Jimmy_Carr(5).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
4581,E_F_Julie_Walters(20).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
7959,P_M_Michael_Gove(9).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
1658,E_M_Peter_Kay(3).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
2371,E_M_Jimmy_Carr(5).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
3830,P_F_Theresa_May(3).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
1952,E_M_Simon_Pegg(8).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
2540,E_M_Michael_McIntyr(8).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
3268,E_M_Michael_McIntyr(8).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
2119,E_M_Russell_Howard(10).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
3267,E_M_Russell_Howard(10).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
2966,E_F_Sarah_Millican(1).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
4498,E_F_Dawn_Roma(4).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
4346,E_M_Simon_Pegg(8).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
1894,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
1675,E_M_Russell_Howard(10).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
3495,E_F_Dawn_Roma(4).png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
2416,E_M_Michael_McIntyr(8).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
3586,E_F_Sarah_Millican(1).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
1908,E_M_Ewan_McGregor(3).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
2037,P_F_Theresa_May(3).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
2007,E_M_Peter_Kay(3).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
2478,P_M_nigel_farage(5).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
2761,E_F_Julie_Walters(20).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
2435,P_F_Theresa_May(3).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
2012,E_M_Simon_Pegg(8).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
2917,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
2489,E_M_Jimmy_Carr(5).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
2734,E_F_Jennifer_Saunders.png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
6342,E_M_Russell_Howard(10).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
2575,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
3156,E_M_Peter_Kay(3).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
file,isFamiliar,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
E_F_Julie_Walters(20).png,0,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
E_M_Russell_Howard(10).png,0,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
P_M_jeremy_corbyn(2).png,0,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
E_F_Dawn_Roma(4).png,0,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
P_M_david_camer(14).png,0,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
P_F_Theresa_May(3).png,0,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
E_M_Ewan_McGregor(3).png,1,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
E_F_Sarah_Millican(1).png,0,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
E_F_Jennifer_Saunders.png,0,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
P_M_Michael_Gove(9).png,0,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
P_M_Tony_Blair.png,0,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
P_M_Sajid_Javid(4).png,0,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
P_M_keir_starmer(6).png,0,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
P_F_nicola_sturge(10).png,0,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
E_M_Michael_McIntyr(8).png,0,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
E_M_Simon_Pegg(8).png,0,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
P_M_nigel_farage(5).png,0,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
E_M_Jimmy_Carr(5).png,0,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
E_M_Peter_Kay(3).png,0,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
P_M_Gordon_Brown(19).png,1,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
age: 28,gender: Male,handedness: right,5eaa9250557519012c296463,"10/27/2022, 13:27:56"
