RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
3683,E_M_Michael_McIntyr(8).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1221,E_F_Sarah_Millican(1).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1740,E_F_Dawn_Roma(4).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1149,E_M_Michael_McIntyr(8).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
777,E_F_Jennifer_Saunders.png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
753,E_F_Sarah_Millican(1).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
730,E_M_Michael_McIntyr(8).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
742,E_M_Russell_Howard(10).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
692,E_F_Sarah_Millican(1).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
835,E_M_Ewan_McGregor(3).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
709,E_M_Simon_Pegg(8).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1787,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
812,E_F_Dawn_Roma(4).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
871,P_M_Michael_Gove(9).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
761,P_M_keir_starmer(6).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
764,P_M_Gordon_Brown(19).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1025,E_F_Julie_Walters(20).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
946,E_F_Julie_Walters(20).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
976,E_M_Russell_Howard(10).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
603,E_M_Jimmy_Carr(5).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
693,E_M_Peter_Kay(3).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1155,P_F_nicola_sturge(10).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
916,E_M_Peter_Kay(3).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
839,E_F_Sarah_Millican(1).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1510,E_F_Sarah_Millican(1).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1018,E_M_Michael_McIntyr(8).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1021,E_M_Jimmy_Carr(5).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
668,E_F_Dawn_Roma(4).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1148,E_M_Simon_Pegg(8).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
2462,P_M_jeremy_corbyn(2).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1394,P_F_Theresa_May(3).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
746,E_F_Sarah_Millican(1).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
2033,E_F_Sarah_Millican(1).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1409,P_M_Gordon_Brown(19).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1898,E_F_Dawn_Roma(4).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1541,P_M_keir_starmer(6).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1283,E_M_Michael_McIntyr(8).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1115,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1026,E_M_Jimmy_Carr(5).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
933,E_F_Dawn_Roma(4).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1584,E_M_Jimmy_Carr(5).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
992,P_M_Gordon_Brown(19).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1537,P_M_keir_starmer(6).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1208,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1184,E_M_Jimmy_Carr(5).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1153,E_M_Simon_Pegg(8).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1066,E_F_Dawn_Roma(4).png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
963,P_M_david_camer(14).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1018,E_M_Ewan_McGregor(3).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1129,P_M_david_camer(14).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1147,P_M_david_camer(14).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1286,E_M_Ewan_McGregor(3).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1182,E_F_Jennifer_Saunders.png,E_F_Julie_Walters(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1028,E_M_Simon_Pegg(8).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
file,isFamiliar,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
P_M_Sajid_Javid(4).png,0,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
P_M_Gordon_Brown(19).png,0,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
E_M_Peter_Kay(3).png,0,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
P_M_jeremy_corbyn(2).png,0,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
E_F_Jennifer_Saunders.png,0,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
P_M_Michael_Gove(9).png,0,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
P_M_keir_starmer(6).png,0,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
P_M_nigel_farage(5).png,0,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
E_M_Ewan_McGregor(3).png,1,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
P_F_nicola_sturge(10).png,0,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
E_M_Jimmy_Carr(5).png,0,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
E_M_Russell_Howard(10).png,0,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
P_M_david_camer(14).png,0,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
E_F_Julie_Walters(20).png,0,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
E_M_Michael_McIntyr(8).png,0,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
P_F_Theresa_May(3).png,1,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
P_M_Tony_Blair.png,0,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
E_F_Dawn_Roma(4).png,0,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
E_M_Simon_Pegg(8).png,1,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
E_F_Sarah_Millican(1).png,0,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
age: 28,gender: Male,handedness: right,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
