RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3920,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3799,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2150,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,1,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2220,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
10925,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2927,P_F_nicola_sturge.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
1678,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
4185,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2565,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
6075,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2135,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2535,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
1656,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2524,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2493,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
5788,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
5281,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2850,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
6078,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
4845,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2126,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
1848,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2075,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3005,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2409,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2407,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2130,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2251,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2362,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
1905,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2852,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2163,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2165,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
1812,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
5455,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
7112,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
13997,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2339,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2743,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2429,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2174,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2674,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2189,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
4994,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
4131,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
8751,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2056,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2638,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
file,isFamiliar,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
E_F_Julie_Walters.png,1,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
E_M_Simon_Pegg.png,1,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
E_M_Michael_McIntyr.png,1,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
P_M_Gordon_Brown.png,1,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
P_M_nigel_farage.png,1,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
E_M_Ewan_McGregor.png,1,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
E_M_Jimmy_Carr.png,1,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
E_M_Russell_Howard.png,1,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
E_M_Peter_Kay.png,1,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
P_M_Michael_Gove.png,0,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
P_M_david_camer.png,1,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
P_M_jeremy_corbyn.png,1,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
E_F_Dawn_Roma_French.png,1,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
P_M_keir_starmer.png,0,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
P_M_Sajid_Javid.png,0,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
E_F_Jennifer_Saunders.png,1,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
P_F_nicola_sturge.png,0,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
E_F_Sarah_Millican.png,1,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
P_M_Tony_Blair.png,1,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
P_F_Theresa_May.png,1,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
age: 25,gender: Female,handedness: right,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
