RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
2074,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
2376,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
1264,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
1821,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
1278,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
3046,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
1402,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
2516,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
2212,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
2232,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
1585,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
1404,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
1444,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
1600,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
1819,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
2228,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
1225,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
1669,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
2491,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
2345,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
1248,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
2221,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
3360,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
1758,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
1148,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
2062,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
1369,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
1316,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
2014,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
1577,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
1834,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
2031,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
1122,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
1562,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
1289,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
1427,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
1515,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
1561,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
1444,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
1958,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
2794,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
2394,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
2162,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
1310,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
2795,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
2875,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
1978,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
2014,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
3303,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
2421,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
3778,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
file,isFamiliar,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
P_M_Gordon_Brown.png,1,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
P_M_Tony_Blair.png,1,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
P_M_Michael_Gove.png,0,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
P_M_Sajid_Javid.png,1,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
E_M_Ewan_McGregor.png,0,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
E_F_Dawn_Roma_French.png,0,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
P_M_keir_starmer.png,1,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
E_F_Sarah_Millican.png,1,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
P_M_nigel_farage.png,1,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
E_M_Jimmy_Carr.png,1,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
E_M_Peter_Kay.png,1,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
P_M_david_camer.png,1,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
E_M_Russell_Howard.png,1,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
E_M_Michael_McIntyr.png,1,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
E_F_Julie_Walters.png,0,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
P_F_nicola_sturge.png,1,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
E_M_Simon_Pegg.png,1,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
E_F_Jennifer_Saunders.png,0,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
P_M_jeremy_corbyn.png,1,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
P_F_Theresa_May.png,1,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
age: 33,gender: Male,handedness: right,55d24bb75bc5bc0005d9050d,"06/30/2022, 15:08:20"
