RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2061,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2297,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2558,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
5584,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
1946,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2930,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3517,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2558,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2016,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3740,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2692,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
4100,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
1976,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2156,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
8224,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
5221,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3956,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
1995,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3722,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2702,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2722,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
4773,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3702,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
4497,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3999,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2092,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
1809,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3420,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3830,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
4270,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2320,E_F_Dawn_Roma_French.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2249,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2258,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3284,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3190,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2295,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3074,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3160,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2963,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3206,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2296,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3513,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3494,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2539,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
file,isFamiliar,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
E_F_Sarah_Millican.png,1,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
E_M_Ewan_McGregor.png,1,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
P_F_nicola_sturge.png,1,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
E_M_Michael_McIntyr.png,1,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
E_M_Simon_Pegg.png,1,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
P_M_Tony_Blair.png,1,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
P_F_Theresa_May.png,1,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
E_M_Russell_Howard.png,1,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
E_F_Julie_Walters.png,1,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
P_M_Gordon_Brown.png,1,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
P_M_nigel_farage.png,1,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
P_M_jeremy_corbyn.png,1,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
P_M_Sajid_Javid.png,1,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
P_M_david_camer.png,1,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
E_F_Dawn_Roma_French.png,1,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
E_F_Jennifer_Saunders.png,1,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
P_M_keir_starmer.png,1,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
P_M_Michael_Gove.png,1,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
E_M_Peter_Kay.png,1,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
E_M_Jimmy_Carr.png,1,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
age: 25,gender: Male,handedness: right,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
