RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
1672,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
3124,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
2747,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
3890,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
1916,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
8572,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
3367,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
1817,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
1776,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
2027,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
4002,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
3285,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
1973,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
2211,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
1557,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
7164,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
4105,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
5690,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
2420,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
7057,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
4254,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
7880,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
3503,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
2669,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
21961,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
9345,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
7749,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
11641,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
3968,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
2878,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
5546,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
2871,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
5815,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
5040,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
2829,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
6512,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
2976,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
2464,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
1517,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
4140,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
1919,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
4959,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
3866,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
1933,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
2549,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
2260,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
2202,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
5321,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
2045,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
2521,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
2170,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
file,isFamiliar,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
E_F_jennifer_aniston.jpg,1,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
P_F_hillary_clinton.jpg,1,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
E_M_robert_de_niro.jpg,1,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
E_F_Kate_Winslet.jpg,1,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
P_M_Tony_Blair.jpg,1,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
P_M_donald_trump.jpg,1,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
P_F_nicola_sturgeon.jpg,1,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
E_F_sandra_bullock.jpg,1,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
P_F_tehresy_may.jpg,1,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
E_M_tom_hankes.jpg,1,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
E_M_michael_caine.jpg,1,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
E_M_nicolas_cage.jpg,1,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
P_M_boris_johnson.jpg,1,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
E_F_angelina_jolie.jpg,1,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
P_M_george_Wbush.jpg,1,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
E_F_keira_knightley.jpg,1,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
P_M_bill_clinton.jpg,1,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
P_M_david_cameron.jpg,1,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
E_M_Hugh_Grant.jpg,1,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
E_F_Judi_Dench.jpg,0,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
age: 29,gender: Male,handedness: left,6234784ec2f848d32be1fe78,"04/26/2022, 14:00:17"
