RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
763,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
749,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
718,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
767,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
760,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
817,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
807,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
944,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
699,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
814,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
753,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
857,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
784,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
792,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
921,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
930,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
735,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
756,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
2016,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
1557,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
3032,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
1153,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
726,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
851,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
912,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
821,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
1748,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
945,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
1350,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
1341,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
726,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
1663,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
1846,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
1548,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
1750,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
1471,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
1084,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
1547,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
909,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
846,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
3184,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
1120,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
1183,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
759,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
778,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
836,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
763,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
725,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
983,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
file,isFamiliar,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
P_F_tehresy_may.jpg,1,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
P_M_george_Wbush.jpg,1,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
E_F_Judi_Dench.jpg,0,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
E_F_Kate_Winslet.jpg,1,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
E_F_angelina_jolie.jpg,1,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
E_M_tom_hankes.jpg,1,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
P_M_boris_johnson.jpg,1,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
E_F_jennifer_aniston.jpg,1,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
P_M_Tony_Blair.jpg,1,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
P_M_david_cameron.jpg,1,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
E_M_Hugh_Grant.jpg,1,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
E_F_sandra_bullock.jpg,1,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
P_F_nicola_sturgeon.jpg,1,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
P_M_donald_trump.jpg,1,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
E_M_robert_de_niro.jpg,1,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
P_M_bill_clinton.jpg,1,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
E_F_keira_knightley.jpg,1,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
E_M_michael_caine.jpg,0,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
P_F_hillary_clinton.jpg,0,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
E_M_nicolas_cage.jpg,0,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
age: 31,gender: Female,handedness: right,6147654b52de484c128c2e0f,"04/26/2022, 13:42:36"
