RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2750,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4194,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4096,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2876,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2151,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2303,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
5038,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2269,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
5099,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
5126,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2409,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
5840,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3099,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2091,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4551,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
5375,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2427,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2755,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3289,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3377,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
6708,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2142,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2447,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
1942,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
6559,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3444,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
5333,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3090,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2718,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2759,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
5886,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3146,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2922,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3184,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
5246,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2711,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4699,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2205,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
6373,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3643,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4279,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2703,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4062,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3906,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2707,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2404,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3071,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2551,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2871,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3393,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2772,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2658,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2212,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2727,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3145,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2304,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
5237,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
file,isFamiliar,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
E_F_Kate_Winslet.jpg,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
E_F_angelina_jolie.jpg,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
E_M_Hugh_Grant.jpg,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
E_F_jennifer_aniston.jpg,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
P_M_donald_trump.jpg,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
P_M_bill_clinton.jpg,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
P_M_Tony_Blair.jpg,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
P_M_boris_johnson.jpg,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
P_F_hillary_clinton.jpg,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
E_M_robert_de_niro.jpg,0,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
E_M_michael_caine.jpg,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
E_F_sandra_bullock.jpg,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
E_M_tom_hankes.jpg,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
P_M_george_Wbush.jpg,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
E_F_keira_knightley.jpg,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
E_M_nicolas_cage.jpg,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
P_F_tehresy_may.jpg,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
P_M_david_cameron.jpg,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
P_F_nicola_sturgeon.jpg,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
E_F_Judi_Dench.jpg,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
age: 28,gender: Female,handedness: right,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
