RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
6398,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
8662,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
1975,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
3208,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2644,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2503,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2530,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
12507,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
6497,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
3450,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2821,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
7340,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
3063,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
3517,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
3196,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
3665,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
5668,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
1780,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
3734,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
7561,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
5669,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
8895,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2309,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
5088,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
7693,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2857,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
8210,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
4895,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
3717,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
5473,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
3276,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2472,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
4883,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2948,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
4111,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
3624,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
3179,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2471,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2966,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
8404,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
4299,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
9351,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2701,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
4373,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2064,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2985,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2845,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
3329,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
3204,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2851,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
3834,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2107,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
1931,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
file,isFamiliar,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
P_M_david_cameron.jpg,1,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
E_F_sandra_bullock.jpg,1,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
P_M_bill_clinton.jpg,1,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
P_F_hillary_clinton.jpg,1,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
E_F_angelina_jolie.jpg,1,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
P_M_george_Wbush.jpg,1,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
E_F_Judi_Dench.jpg,1,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
P_F_tehresy_may.jpg,1,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
E_F_keira_knightley.jpg,1,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
P_M_Tony_Blair.jpg,1,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
E_M_nicolas_cage.jpg,0,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
E_M_robert_de_niro.jpg,0,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
E_M_tom_hankes.jpg,1,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
E_F_Kate_Winslet.jpg,1,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
P_M_donald_trump.jpg,1,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
E_M_michael_caine.jpg,0,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
P_F_nicola_sturgeon.jpg,1,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
P_M_boris_johnson.jpg,1,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
E_M_Hugh_Grant.jpg,1,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
E_F_jennifer_aniston.jpg,1,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
age: 26,gender: Female,handedness: right,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
