RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2988,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,1,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2967,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2946,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2445,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
9191,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2936,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3203,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3577,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3304,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
7364,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3339,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
1835,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3440,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3804,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
5253,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
9766,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
13200,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2315,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
17117,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2364,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2844,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3664,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2925,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
5350,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3763,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
14496,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3358,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3268,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3354,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3652,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
5193,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2825,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
4308,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
4281,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2300,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
5049,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3917,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
4117,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3307,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3448,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2714,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3116,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2077,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
6018,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2736,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
8046,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2916,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3143,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2621,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
4095,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
4010,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3965,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
4074,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
file,isFamiliar,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
P_M_Tony_Blair.jpg,1,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
E_F_sandra_bullock.jpg,1,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
E_F_angelina_jolie.jpg,0,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
E_F_jennifer_aniston.jpg,1,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
E_M_michael_caine.jpg,1,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
E_M_tom_hankes.jpg,1,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
P_M_donald_trump.jpg,1,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
P_M_george_Wbush.jpg,1,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
E_F_Kate_Winslet.jpg,0,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
E_M_robert_de_niro.jpg,1,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
E_M_Hugh_Grant.jpg,1,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
E_F_Judi_Dench.jpg,1,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
P_M_david_cameron.jpg,1,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
P_M_boris_johnson.jpg,1,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
P_M_bill_clinton.jpg,1,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
E_M_nicolas_cage.jpg,1,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
P_F_nicola_sturgeon.jpg,1,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
P_F_hillary_clinton.jpg,1,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
E_F_keira_knightley.jpg,1,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
P_F_tehresy_may.jpg,1,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
age: 31,gender: Male,handedness: right,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
