RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
4210,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3691,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2768,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2709,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
8547,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3205,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
7274,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
10591,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
12298,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3737,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2946,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3520,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
35473,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2225,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
4293,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3186,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
13324,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
19620,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
29193,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3268,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
9256,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
15913,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
10611,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
20517,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3043,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
7294,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2498,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
7190,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
15640,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3413,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
4316,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2520,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
12051,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
17306,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
6440,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2458,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
4084,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
15743,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
13888,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
5360,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
16326,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
5942,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2644,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2375,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
5022,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
file,isFamiliar,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
E_M_Simon_Pegg.png,1,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
P_M_Michael_Gove.png,1,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
E_M_Jimmy_Carr.png,1,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
P_M_david_camer.png,1,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
E_M_Ewan_McGregor.png,1,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
P_M_keir_starmer.png,1,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
E_F_Sarah_Millican.png,1,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
P_F_Theresa_May.png,1,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
E_F_Dawn_Roma_French.png,1,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
E_F_Jennifer_Saunders.png,1,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
P_M_Sajid_Javid.png,1,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
P_F_nicola_sturge.png,1,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
P_M_jeremy_corbyn.png,1,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
E_F_Julie_Walters.png,1,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
P_M_nigel_farage.png,1,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
P_M_Gordon_Brown.png,1,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
E_M_Michael_McIntyr.png,1,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
P_M_Tony_Blair.png,1,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
E_M_Russell_Howard.png,1,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
E_M_Peter_Kay.png,1,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
file,imageryAns,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
P_M_nigel_farage.png,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
P_M_jeremy_corbyn.png,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
P_F_nicola_sturge.png,2,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
E_F_Julie_Walters.png,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
P_M_david_camer.png,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
P_M_keir_starmer.png,2,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
E_M_Michael_McIntyr.png,2,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
E_M_Peter_Kay.png,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
E_M_Ewan_McGregor.png,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
P_F_Theresa_May.png,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
P_M_Sajid_Javid.png,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
E_M_Jimmy_Carr.png,2,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
P_M_Gordon_Brown.png,2,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
P_M_Michael_Gove.png,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
E_M_Simon_Pegg.png,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
E_F_Dawn_Roma_French.png,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
E_F_Jennifer_Saunders.png,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
P_M_Tony_Blair.png,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
E_F_Sarah_Millican.png,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
E_M_Russell_Howard.png,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
age: 28,gender: Female,handedness: right,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
