RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1188,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1075,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1373,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1231,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
2195,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1153,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1357,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1608,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1386,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1171,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1099,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1167,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1536,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1670,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1572,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1630,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1793,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1815,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
2783,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1618,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
2311,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1575,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1429,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
2113,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1694,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1570,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1651,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
2605,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1869,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1157,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
2823,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1407,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1183,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1517,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1141,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1902,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1417,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1527,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
978,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
949,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1181,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
4123,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1123,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1025,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1017,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
897,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
1010,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
file,isFamiliar,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
E_F_Julie_Walters.png,1,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
P_M_jeremy_corbyn.png,1,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
E_F_Jennifer_Saunders.png,1,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
P_M_nigel_farage.png,1,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
E_M_Ewan_McGregor.png,1,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
P_M_Gordon_Brown.png,1,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
E_F_Sarah_Millican.png,1,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
E_M_Russell_Howard.png,1,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
P_M_Michael_Gove.png,1,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
E_M_Peter_Kay.png,1,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
E_M_Jimmy_Carr.png,1,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
P_F_Theresa_May.png,1,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
E_M_Simon_Pegg.png,1,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
P_M_david_camer.png,1,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
E_F_Dawn_Roma_French.png,1,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
P_F_nicola_sturge.png,1,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
P_M_Tony_Blair.png,1,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
P_M_keir_starmer.png,1,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
P_M_Sajid_Javid.png,1,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
E_M_Michael_McIntyr.png,1,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
file,imageryAns,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
P_F_nicola_sturge.png,5,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
E_M_Simon_Pegg.png,5,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
E_F_Sarah_Millican.png,5,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
E_M_Peter_Kay.png,4,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
P_M_Gordon_Brown.png,5,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
P_M_jeremy_corbyn.png,4,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
E_M_Ewan_McGregor.png,4,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
E_M_Russell_Howard.png,4,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
P_M_Sajid_Javid.png,5,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
P_F_Theresa_May.png,5,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
E_M_Michael_McIntyr.png,5,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
P_M_nigel_farage.png,5,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
P_M_Michael_Gove.png,5,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
P_M_keir_starmer.png,5,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
E_F_Dawn_Roma_French.png,5,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
E_F_Jennifer_Saunders.png,4,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
E_F_Julie_Walters.png,4,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
E_M_Jimmy_Carr.png,4,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
P_M_david_camer.png,5,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
P_M_Tony_Blair.png,4,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
age: 35,gender: Female,handedness: right,5641193817bdbe00122a0f23,"10/13/2022, 14:11:46"
