RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
2670,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
5760,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
1878,P_F_nicola_sturge.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
1698,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
1950,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
1590,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
4040,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
1737,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
3539,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
2041,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
2353,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
1782,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
1837,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
2127,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
2167,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
2149,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
2874,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
1794,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
2038,E_F_Dawn_Roma_French.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
2062,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
3209,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
3371,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
2149,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
1561,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
2712,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
1687,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
3251,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
3287,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
1463,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
1553,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
2490,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
1565,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
1549,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
1856,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
1427,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
2780,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
1662,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
2561,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
2834,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
5404,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
2556,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
2292,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
3199,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
2302,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
file,isFamiliar,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
P_M_david_camer.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
E_F_Jennifer_Saunders.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
P_M_Gordon_Brown.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
P_M_Tony_Blair.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
P_M_nigel_farage.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
E_F_Dawn_Roma_French.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
P_M_Sajid_Javid.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
P_M_Michael_Gove.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
E_M_Jimmy_Carr.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
P_M_keir_starmer.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
E_F_Julie_Walters.png,0,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
E_M_Simon_Pegg.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
P_F_Theresa_May.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
P_M_jeremy_corbyn.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
E_F_Sarah_Millican.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
P_F_nicola_sturge.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
E_M_Peter_Kay.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
E_M_Michael_McIntyr.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
E_M_Russell_Howard.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
E_M_Ewan_McGregor.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
file,imageryAns,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
P_M_Sajid_Javid.png,4,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
E_M_Russell_Howard.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
P_F_Theresa_May.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
E_M_Ewan_McGregor.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
E_M_Michael_McIntyr.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
E_F_Dawn_Roma_French.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
E_M_Jimmy_Carr.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
E_F_Julie_Walters.png,5,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
P_M_jeremy_corbyn.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
E_F_Jennifer_Saunders.png,4,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
P_M_nigel_farage.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
P_M_david_camer.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
E_F_Sarah_Millican.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
E_M_Simon_Pegg.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
P_M_Tony_Blair.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
P_M_Gordon_Brown.png,1,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
P_F_nicola_sturge.png,3,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
E_M_Peter_Kay.png,2,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
P_M_Michael_Gove.png,3,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
P_M_keir_starmer.png,3,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
age: 25,gender: Female,handedness: left,60eefc637c43864099be023a,"10/13/2022, 15:22:08"
