RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
3293,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
2268,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1695,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1893,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
3086,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
2294,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1623,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1568,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
2228,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1982,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
3271,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1920,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
2823,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
3113,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
2366,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
2350,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
2127,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1566,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
2830,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1230,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1135,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1351,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1031,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1255,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1222,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1527,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1383,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1071,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1206,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1214,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1383,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1254,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1510,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
2238,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1607,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1550,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1862,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1079,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1506,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1910,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1924,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
2038,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1771,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1558,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1221,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1039,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
2638,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
1943,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
file,isFamiliar,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
E_F_Dawn_Roma_French.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
E_F_Julie_Walters.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
P_F_nicola_sturge.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
P_M_Tony_Blair.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
E_M_Ewan_McGregor.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
P_M_nigel_farage.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
E_M_Russell_Howard.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
E_F_Sarah_Millican.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
E_M_Michael_McIntyr.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
P_M_david_camer.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
P_M_Michael_Gove.png,0,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
E_F_Jennifer_Saunders.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
P_M_keir_starmer.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
P_M_jeremy_corbyn.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
E_M_Peter_Kay.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
P_M_Sajid_Javid.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
P_F_Theresa_May.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
E_M_Simon_Pegg.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
E_M_Jimmy_Carr.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
P_M_Gordon_Brown.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
file,imageryAns,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
E_F_Julie_Walters.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
P_M_keir_starmer.png,3,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
P_M_david_camer.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
E_M_Michael_McIntyr.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
E_M_Russell_Howard.png,2,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
E_F_Dawn_Roma_French.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
E_F_Jennifer_Saunders.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
P_F_Theresa_May.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
P_M_Tony_Blair.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
E_M_Simon_Pegg.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
P_M_nigel_farage.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
P_M_Sajid_Javid.png,3,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
E_M_Ewan_McGregor.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
E_M_Peter_Kay.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
P_F_nicola_sturge.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
E_M_Jimmy_Carr.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
E_F_Sarah_Millican.png,1,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
P_M_Gordon_Brown.png,2,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
P_M_jeremy_corbyn.png,2,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
P_M_Michael_Gove.png,3,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
age: 35,gender: Female,handedness: right,5f5a2b731bd09e0916838391,"10/13/2022, 14:10:35"
