RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
1802,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
1767,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
2473,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
2226,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
2045,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
1924,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
2133,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
1620,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
2600,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
3012,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
3939,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
2296,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
2464,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
2942,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
2347,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
2318,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
2081,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
2868,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
2500,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
2276,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
2253,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
5322,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
2116,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
1930,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
1884,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
2406,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
1829,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
2540,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
3552,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
2861,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
3277,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
2631,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
3544,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
2735,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
3948,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
3102,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
3247,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
2878,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
7038,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
2346,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
1591,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
2069,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
1990,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
2459,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
2024,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
1841,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
1722,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
2014,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
file,isFamiliar,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
P_M_Michael_Gove.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
E_F_Sarah_Millican.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
P_M_Sajid_Javid.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
E_M_Simon_Pegg.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
E_M_Jimmy_Carr.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
E_F_Julie_Walters.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
P_F_nicola_sturge.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
P_M_Gordon_Brown.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
P_M_nigel_farage.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
E_M_Ewan_McGregor.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
P_M_david_camer.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
E_M_Russell_Howard.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
E_M_Michael_McIntyr.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
P_M_Tony_Blair.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
P_F_Theresa_May.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
P_M_jeremy_corbyn.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
E_F_Dawn_Roma_French.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
E_F_Jennifer_Saunders.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
E_M_Peter_Kay.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
P_M_keir_starmer.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
file,imageryAns,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
P_M_nigel_farage.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
P_M_jeremy_corbyn.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
E_M_Michael_McIntyr.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
E_F_Julie_Walters.png,2,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
E_M_Simon_Pegg.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
E_M_Jimmy_Carr.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
P_M_Tony_Blair.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
P_F_nicola_sturge.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
E_F_Sarah_Millican.png,2,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
E_F_Dawn_Roma_French.png,2,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
E_M_Peter_Kay.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
E_M_Ewan_McGregor.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
P_F_Theresa_May.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
P_M_Michael_Gove.png,2,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
P_M_Sajid_Javid.png,2,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
E_F_Jennifer_Saunders.png,3,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
P_M_keir_starmer.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
P_M_david_camer.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
E_M_Russell_Howard.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
P_M_Gordon_Brown.png,1,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
age: 27,gender: Male,handedness: left,62b4907b74e0d9625721daf7,"10/13/2022, 14:12:18"
