RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
3200,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
2239,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
1558,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
1918,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
1575,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
1685,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
3180,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
2934,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
3829,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
2692,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
4643,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
1929,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
6488,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
4103,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
1630,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
8766,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
2120,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
2553,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
2720,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
1738,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
1551,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
2006,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
2110,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
3911,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
17571,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
2221,P_F_nicola_sturge.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
3927,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
1925,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
1747,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
4767,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
2942,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
3607,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
5536,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
2390,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
3783,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
4589,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
2774,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
8942,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
2956,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
2046,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
2288,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
2745,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
1679,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
1819,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
3197,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
1561,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
1999,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
6853,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
file,isFamiliar,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
E_M_Peter_Kay.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
E_F_Sarah_Millican.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
E_M_Russell_Howard.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
E_M_Ewan_McGregor.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
E_M_Jimmy_Carr.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
P_F_nicola_sturge.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
E_M_Michael_McIntyr.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
E_F_Dawn_Roma_French.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
P_F_Theresa_May.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
E_M_Simon_Pegg.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
P_M_david_camer.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
P_M_Tony_Blair.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
P_M_nigel_farage.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
E_F_Julie_Walters.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
P_M_Sajid_Javid.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
P_M_keir_starmer.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
P_M_Michael_Gove.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
E_F_Jennifer_Saunders.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
P_M_Gordon_Brown.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
P_M_jeremy_corbyn.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
file,imageryAns,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
E_M_Russell_Howard.png,3,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
P_F_Theresa_May.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
E_M_Peter_Kay.png,2,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
P_M_Gordon_Brown.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
P_M_keir_starmer.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
E_F_Sarah_Millican.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
P_M_Tony_Blair.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
P_M_Michael_Gove.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
E_F_Dawn_Roma_French.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
E_M_Jimmy_Carr.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
P_F_nicola_sturge.png,2,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
P_M_Sajid_Javid.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
E_F_Julie_Walters.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
P_M_jeremy_corbyn.png,2,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
E_M_Ewan_McGregor.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
E_M_Simon_Pegg.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
P_M_nigel_farage.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
E_F_Jennifer_Saunders.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
P_M_david_camer.png,1,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
E_M_Michael_McIntyr.png,2,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
age: 35,gender: Female,handedness: right,60d60ba4fd799e149121b85b,"10/13/2022, 14:41:18"
