RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
4212,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
1763,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2494,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
3889,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2487,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2651,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2722,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2109,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
3640,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2895,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
1965,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
4182,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2217,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
1871,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
9247,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2475,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
1870,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2108,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2438,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
3809,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2624,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
1966,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2731,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
3045,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2374,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
6270,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2206,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
3259,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2729,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
7028,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2358,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2558,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2259,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
1857,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
3926,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
3531,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2190,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
7126,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2158,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
4292,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2348,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
4679,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
1839,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
3505,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
file,isFamiliar,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
P_M_Sajid_Javid.png,1,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
E_F_Dawn_Roma_French.png,1,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
E_F_Julie_Walters.png,1,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
E_M_Ewan_McGregor.png,1,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
P_F_nicola_sturge.png,1,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
P_M_Michael_Gove.png,0,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
P_M_keir_starmer.png,0,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
E_F_Sarah_Millican.png,1,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
E_M_Michael_McIntyr.png,1,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
E_M_Jimmy_Carr.png,1,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
P_M_Tony_Blair.png,1,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
E_M_Russell_Howard.png,1,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
P_M_Gordon_Brown.png,1,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
P_M_nigel_farage.png,1,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
P_M_david_camer.png,1,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
P_M_jeremy_corbyn.png,0,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
E_M_Simon_Pegg.png,1,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
E_F_Jennifer_Saunders.png,1,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
E_M_Peter_Kay.png,1,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
P_F_Theresa_May.png,1,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
file,imageryAns,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
P_M_Michael_Gove.png,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
P_M_Gordon_Brown.png,3,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
P_M_jeremy_corbyn.png,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
P_M_keir_starmer.png,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
E_F_Dawn_Roma_French.png,1,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
E_M_Jimmy_Carr.png,1,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
E_F_Sarah_Millican.png,2,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
E_M_Michael_McIntyr.png,1,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
E_M_Russell_Howard.png,1,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
E_M_Ewan_McGregor.png,3,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
E_M_Peter_Kay.png,1,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
P_M_david_camer.png,1,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
E_M_Simon_Pegg.png,1,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
E_F_Jennifer_Saunders.png,2,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
P_F_Theresa_May.png,1,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
P_F_nicola_sturge.png,1,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
E_F_Julie_Walters.png,1,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
P_M_Sajid_Javid.png,3,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
P_M_nigel_farage.png,2,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
P_M_Tony_Blair.png,1,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
age: 35,gender: Female,handedness: right,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
