RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2562,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2474,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2514,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2741,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2603,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
7186,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
110857,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2081,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2407,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
33018,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
3105,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
3631,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
4707,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2516,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2640,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
3815,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2535,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2137,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
1920,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
3401,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2600,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2198,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2289,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2983,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
34047,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
3002,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
11073,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
3813,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2998,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2899,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
3057,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
3530,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2070,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2729,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
3951,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2509,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2294,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2269,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
1762,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
4331,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2559,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
3606,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2319,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2017,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2027,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
3015,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2532,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2094,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2328,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2223,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2107,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2082,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
2902,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
file,isFamiliar,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
E_M_nicolas_cage.jpg,1,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
E_F_angelina_jolie.jpg,1,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
P_M_george_Wbush.jpg,1,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
P_F_nicola_sturgeon.jpg,1,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
P_M_bill_clinton.jpg,1,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
E_M_robert_de_niro.jpg,1,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
E_F_jennifer_aniston.jpg,1,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
P_M_boris_johnson.jpg,1,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
P_M_Tony_Blair.jpg,1,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
P_M_david_cameron.jpg,1,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
P_F_tehresy_may.jpg,1,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
P_F_hillary_clinton.jpg,1,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
E_F_Kate_Winslet.jpg,1,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
E_M_tom_hankes.jpg,1,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
P_M_donald_trump.jpg,1,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
E_F_keira_knightley.jpg,1,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
E_F_Judi_Dench.jpg,1,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
E_M_michael_caine.jpg,1,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
E_F_sandra_bullock.jpg,1,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
E_M_Hugh_Grant.jpg,1,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
file,imageryAns,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
P_F_tehresy_may.jpg,2,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
E_F_Kate_Winslet.jpg,3,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
P_M_bill_clinton.jpg,3,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
P_M_boris_johnson.jpg,2,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
E_M_michael_caine.jpg,1,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
P_F_nicola_sturgeon.jpg,2,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
E_F_keira_knightley.jpg,1,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
P_M_david_cameron.jpg,2,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
E_M_robert_de_niro.jpg,3,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
E_F_sandra_bullock.jpg,3,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
E_F_angelina_jolie.jpg,2,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
E_F_jennifer_aniston.jpg,1,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
E_M_tom_hankes.jpg,2,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
P_M_donald_trump.jpg,2,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
E_F_Judi_Dench.jpg,2,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
E_M_nicolas_cage.jpg,3,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
P_F_hillary_clinton.jpg,3,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
P_M_Tony_Blair.jpg,3,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
P_M_george_Wbush.jpg,2,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
E_M_Hugh_Grant.jpg,3,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
age: 33,gender: Male,handedness: right,6347200d8ded5172ec43e0bb,"11/02/2022, 16:13:59"
