RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
1953,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
1917,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
2252,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
2770,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
1953,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
1733,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
3287,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
2991,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
2117,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
1752,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
4277,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
3311,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
2541,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
1892,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
1794,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
2606,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
1743,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
1554,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
1509,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
2689,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
1598,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
2476,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
3136,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
3098,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
2167,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
3094,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
1615,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
1640,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
1760,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
1856,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
1803,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
3286,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
3149,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
1746,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
2514,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
2087,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
2006,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
1656,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
2135,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
1590,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
2611,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
2003,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
2821,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
2318,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
4774,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
2397,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
1851,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
1763,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
1825,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
1868,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
1565,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
1673,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
2095,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
1836,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
2872,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
file,isFamiliar,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
E_M_nicolas_cage.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
P_M_boris_johnson.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
P_F_hillary_clinton.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
E_F_Judi_Dench.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
P_M_bill_clinton.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
E_F_angelina_jolie.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
E_F_Kate_Winslet.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
P_M_Tony_Blair.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
P_F_nicola_sturgeon.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
P_M_george_Wbush.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
E_F_sandra_bullock.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
P_M_david_cameron.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
P_F_tehresy_may.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
E_F_jennifer_aniston.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
E_M_tom_hankes.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
E_M_robert_de_niro.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
P_M_donald_trump.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
E_M_michael_caine.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
E_F_keira_knightley.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
E_M_Hugh_Grant.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
file,imageryAns,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
P_M_george_Wbush.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
E_F_Kate_Winslet.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
P_M_bill_clinton.jpg,2,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
E_M_nicolas_cage.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
E_F_angelina_jolie.jpg,2,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
P_M_Tony_Blair.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
P_F_tehresy_may.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
E_M_tom_hankes.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
E_F_keira_knightley.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
E_M_Hugh_Grant.jpg,2,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
P_F_nicola_sturgeon.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
P_M_boris_johnson.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
E_F_sandra_bullock.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
P_M_david_cameron.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
E_M_robert_de_niro.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
P_M_donald_trump.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
P_F_hillary_clinton.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
E_F_jennifer_aniston.jpg,1,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
E_F_Judi_Dench.jpg,2,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
E_M_michael_caine.jpg,2,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
age: 27,gender: Female,handedness: left,5c4f7b99b33a5300013dbfdd,"11/02/2022, 16:05:54"
