RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
4616,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
2820,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
2334,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
3560,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
2966,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
3254,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
2802,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
2515,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
2229,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
4621,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
2441,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
3477,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
1644,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
2612,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
1422,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
1625,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
1624,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
3079,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
2983,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
2277,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
2319,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
2446,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
2915,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
2071,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
3731,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
1645,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
2758,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
1700,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
3567,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
3052,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
1603,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
4962,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
2572,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
2409,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
11970,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
2754,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
8166,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
4595,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
3349,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
5360,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
1805,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
2320,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
3065,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
2353,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
2497,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
3274,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
2657,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
1660,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
2817,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
3287,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
2474,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
2308,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
1662,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
5498,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
file,isFamiliar,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
P_F_tehresy_may.jpg,1,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
P_M_george_Wbush.jpg,1,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
P_M_boris_johnson.jpg,1,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
E_F_angelina_jolie.jpg,1,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
E_F_sandra_bullock.jpg,1,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
E_F_Judi_Dench.jpg,1,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
P_M_donald_trump.jpg,1,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
P_M_bill_clinton.jpg,1,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
E_F_jennifer_aniston.jpg,1,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
E_M_nicolas_cage.jpg,1,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
E_F_Kate_Winslet.jpg,1,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
E_M_Hugh_Grant.jpg,1,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
P_F_nicola_sturgeon.jpg,1,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
E_M_tom_hankes.jpg,1,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
E_M_robert_de_niro.jpg,1,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
E_M_michael_caine.jpg,1,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
P_M_Tony_Blair.jpg,1,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
P_M_david_cameron.jpg,1,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
E_F_keira_knightley.jpg,1,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
P_F_hillary_clinton.jpg,1,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
file,imageryAns,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
E_F_Judi_Dench.jpg,3,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
E_M_tom_hankes.jpg,2,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
E_F_keira_knightley.jpg,2,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
E_M_michael_caine.jpg,4,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
P_M_david_cameron.jpg,3,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
P_M_george_Wbush.jpg,3,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
P_F_nicola_sturgeon.jpg,2,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
P_F_tehresy_may.jpg,3,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
P_M_boris_johnson.jpg,2,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
P_M_Tony_Blair.jpg,3,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
P_F_hillary_clinton.jpg,4,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
P_M_bill_clinton.jpg,3,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
E_F_sandra_bullock.jpg,4,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
E_F_Kate_Winslet.jpg,4,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
E_M_nicolas_cage.jpg,3,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
E_F_jennifer_aniston.jpg,2,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
E_F_angelina_jolie.jpg,2,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
E_M_robert_de_niro.jpg,3,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
P_M_donald_trump.jpg,2,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
E_M_Hugh_Grant.jpg,2,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
age: 30,gender: Female,handedness: left,5fcd709227fabfc6ca7a969e,"11/02/2022, 16:08:52"
