"RT","img_1","img_2","isSameProffesion","img1proffesion","img2proffesion","img1Gender","img2Gender","keyPressed","participant","time","pair","normlised_keyPress","age","gender","handedness","isFamiliar_img1","isFamiliar_img2","reject_trial"
1918,"P_M_david_cameron.jpg","P_M_donald_trump.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","5","607956d15de9adea5646ed38","04/26/2022, 07:18:08","P_M_david_cameron.jpg P_M_donald_trump.jpg",0.683721751964621,"32","Male","right",1,1,FALSE
2807,"E_M_Hugh_Grant.jpg","E_M_nicolas_cage.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","3","607956d15de9adea5646ed38","04/26/2022, 07:18:08","E_M_Hugh_Grant.jpg E_M_nicolas_cage.jpg",-0.553489037304693,"32","Male","right",1,1,FALSE
3206,"E_F_Kate_Winslet.jpg","E_F_sandra_bullock.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","4","607956d15de9adea5646ed38","04/26/2022, 07:18:08","E_F_Kate_Winslet.jpg E_F_sandra_bullock.jpg",0.0651163573299638,"32","Male","right",1,1,FALSE
1831,"E_F_keira_knightley.jpg","P_M_boris_johnson.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","607956d15de9adea5646ed38","04/26/2022, 07:18:08","E_F_keira_knightley.jpg P_M_boris_johnson.jpg",1.30232714659928,"32","Male","right",1,1,FALSE
3383,"E_F_jennifer_aniston.jpg","E_F_keira_knightley.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","2","607956d15de9adea5646ed38","04/26/2022, 07:18:08","E_F_jennifer_aniston.jpg E_F_keira_knightley.jpg",-1.17209443193935,"32","Male","right",1,1,FALSE
3447,"E_M_michael_caine.jpg","P_F_tehresy_may.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","4","607956d15de9adea5646ed38","04/26/2022, 07:18:08","E_M_michael_caine.jpg P_F_tehresy_may.jpg",0.0651163573299638,"32","Male","right",1,1,FALSE
2118,"E_M_nicolas_cage.jpg","P_M_Tony_Blair.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","3","607956d15de9adea5646ed38","04/26/2022, 07:18:08","E_M_nicolas_cage.jpg P_M_Tony_Blair.jpg",-0.553489037304693,"32","Male","right",1,1,FALSE
2487,"E_F_Judi_Dench.jpg","P_M_boris_johnson.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","3","607956d15de9adea5646ed38","04/26/2022, 07:18:08","E_F_Judi_Dench.jpg P_M_boris_johnson.jpg",-0.553489037304693,"32","Male","right",1,1,FALSE
2103,"P_M_david_cameron.jpg","P_M_george_Wbush.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","2","607956d15de9adea5646ed38","04/26/2022, 07:18:08","P_M_david_cameron.jpg P_M_george_Wbush.jpg",-1.17209443193935,"32","Male","right",1,1,FALSE
2351,"E_F_angelina_jolie.jpg","E_M_michael_caine.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","607956d15de9adea5646ed38","04/26/2022, 07:18:08","E_F_angelina_jolie.jpg E_M_michael_caine.jpg",1.30232714659928,"32","Male","right",1,1,FALSE
