RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2914,E_rita.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2291,E_alfi.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
16270,E_katorza.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1692,P_peretz.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1914,E_ivri.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1483,E_moniMo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1127,P_liberman.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1371,E_alfi.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
15303,E_yanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1576,E_rita.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2798,E_katorza.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1490,P_michaeli.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1867,E_ivri.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2107,E_harLev.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1890,E_rita.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1656,E_ornaBanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
3157,E_moniMo.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
3355,E_yanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1660,P_peretz.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
12590,E_rita.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2702,E_moniMo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
4110,E_ivri.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2578,E_katorza.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1917,E_rita.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2794,E_yanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1859,E_tavori.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1899,E_alfi.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1445,E_alfi.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
3071,E_shaharHasson.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
3949,E_katorza.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1298,E_tavori.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2652,E_yanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1604,E_rita.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
4316,P_benet.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1958,E_harLev.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2357,E_moniMo.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1883,E_katorza.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2987,E_moniMo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2294,E_shaniCo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1331,E_harLev.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2130,E_harLev.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1987,E_alfi.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
3438,E_yanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1355,E_harLev.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2803,E_tavori.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
8685,E_shaharHasson.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
file,isFamiliar,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
E_harLev.jpg,1,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
P_smootchi.jpg,1,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
E_tavori.jpg,1,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
E_moniMo.jpg,1,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
E_ornaBanai.jpg,1,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
P_michaeli.jpg,1,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
P_liberman.jpg,1,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
P_peretz.jpg,1,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
E_shaniCo.jpg,1,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
E_katorza.jpg,1,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
E_ivri.jpg,1,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
P_yehimovitz.jpg,1,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
P_benet.jpg,1,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
E_yanai.jpg,1,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
E_shaharHasson.jpg,1,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
P_shaked.jpg,1,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
E_alfi.jpg,1,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
P_zamir.jpg,1,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
E_rita.jpg,1,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
P_lapid.jpg,1,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
age: 24,gender: F,handedness: right,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
