RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1258,E_shaharHasson.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1607,E_harLev.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1660,P_benet.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
2008,E_yanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1341,E_ivri.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1749,E_rita.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1141,E_harLev.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
949,E_ornaBanai.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1125,P_lapid.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
2300,E_rita.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1149,E_ivri.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
2084,E_katorza.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1149,E_shaharHasson.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1587,E_tavori.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1054,P_liberman.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1198,E_shaharHasson.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1124,E_alfi.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1726,E_tavori.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1101,E_moniMo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1140,E_yanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1822,E_ivri.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1085,E_alfi.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
979,P_liberman.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1037,E_katorza.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1110,P_shaked.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1470,E_ornaBanai.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1173,E_rita.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1333,E_ivri.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1141,P_benet.jpg,P_lapid.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1445,E_ivri.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1123,E_moniMo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
997,E_ornaBanai.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1101,P_peretz.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1488,E_tavori.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1106,E_harLev.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1117,E_shaharHasson.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1117,E_ivri.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1492,E_shaniCo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1086,E_ornaBanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1795,E_rita.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1070,E_harLev.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1158,E_katorza.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1460,E_alfi.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1083,E_alfi.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1196,E_rita.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1293,E_harLev.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1412,E_katorza.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1086,P_smootchi.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
2124,E_alfi.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
1181,P_benet.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
file,isFamiliar,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
E_rita.jpg,1,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
P_shaked.jpg,1,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
E_tavori.jpg,1,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
P_lapid.jpg,1,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
P_yehimovitz.jpg,1,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
E_shaniCo.jpg,1,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
P_peretz.jpg,1,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
E_katorza.jpg,1,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
E_yanai.jpg,1,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
P_benet.jpg,1,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
E_ornaBanai.jpg,1,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
E_shaharHasson.jpg,1,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
E_ivri.jpg,1,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
P_smootchi.jpg,1,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
E_harLev.jpg,1,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
P_zamir.jpg,1,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
E_alfi.jpg,1,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
P_liberman.jpg,1,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
E_moniMo.jpg,1,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
P_michaeli.jpg,1,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
age: 36,gender: M,handedness: right,60ee7a3143a8c81907c8fd11,"06/16/2022, 21:50:30"
