RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
2485,P_michaeli.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
4925,E_shaniCo.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
1640,E_moniMo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
1476,E_tavori.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
1924,P_benet.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
3149,P_lapid.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
1863,P_benet.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
2518,P_shaked.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
3665,E_ivri.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
2494,E_shaniCo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
3715,E_alfi.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
2259,E_ivri.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
3454,E_rita.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
3249,P_shaked.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,5,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
2132,P_lapid.jpg,P_liberman.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
4463,E_rita.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
2527,P_lapid.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
3967,E_shaharHasson.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
2312,P_smootchi.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
2986,P_benet.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
2570,P_benet.jpg,P_liberman.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
2029,E_moniMo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
2098,E_ornaBanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
2578,E_moniMo.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
1890,E_rita.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
1933,E_katorza.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
2876,P_lapid.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
3181,E_alfi.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
3164,E_katorza.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
2199,E_shaharHasson.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
2095,E_ivri.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
2265,E_shaharHasson.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
2274,E_katorza.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
3556,E_katorza.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
3339,E_shaharHasson.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
4752,E_yanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
2349,E_shaharHasson.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
3333,E_moniMo.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
4342,E_tavori.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
1913,E_ornaBanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
2561,E_tavori.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
2718,E_yanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
2586,E_ivri.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
3072,E_alfi.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
4690,E_moniMo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,5,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
2328,E_ivri.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
2466,E_alfi.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
2786,E_ivri.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
2748,P_yehimovitz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
1843,E_harLev.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
1820,E_alfi.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
1820,P_benet.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
2576,E_ivri.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
file,isFamiliar,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
E_moniMo.jpg,1,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
E_katorza.jpg,1,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
P_liberman.jpg,1,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
E_ivri.jpg,1,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
E_harLev.jpg,1,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
E_tavori.jpg,1,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
P_lapid.jpg,1,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
P_peretz.jpg,1,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
P_michaeli.jpg,1,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
E_rita.jpg,1,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
E_alfi.jpg,1,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
E_ornaBanai.jpg,1,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
P_zamir.jpg,1,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
E_shaniCo.jpg,1,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
E_shaharHasson.jpg,1,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
P_shaked.jpg,1,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
P_yehimovitz.jpg,1,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
P_smootchi.jpg,1,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
E_yanai.jpg,1,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
P_benet.jpg,1,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
age: 24,gender: F,handedness: right,6102ef0e02eefcbe5a7aa08d,"06/16/2022, 19:54:43"
