RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2016,E_ivri.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1945,E_katorza.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
6187,E_alfi.jpg,E_harLev.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,5,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2305,E_rita.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1990,E_yanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2653,E_alfi.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2160,E_alfi.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2032,E_alfi.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2236,P_benet.jpg,P_liberman.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2216,E_rita.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2020,P_lapid.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2072,E_harLev.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2188,E_moniMo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
3375,P_shaked.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2416,E_shaharHasson.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2258,E_harLev.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2743,E_tavori.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2183,E_ivri.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2512,E_harLev.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2271,E_tavori.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1971,E_moniMo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1864,E_moniMo.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1817,P_yehimovitz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1916,E_katorza.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1845,E_alfi.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
6267,E_katorza.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1873,E_alfi.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1798,E_tavori.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2125,E_shaharHasson.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1886,E_tavori.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1963,E_rita.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1938,E_yanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1882,E_tavori.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1733,E_alfi.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2392,E_moniMo.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2024,P_benet.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2017,E_rita.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2227,E_alfi.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2137,E_ivri.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2024,E_ivri.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1888,E_ivri.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1978,E_katorza.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1867,E_katorza.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2023,P_michaeli.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1837,P_benet.jpg,P_lapid.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2608,E_alfi.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
file,isFamiliar,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
P_zamir.jpg,1,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
P_smootchi.jpg,1,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
E_katorza.jpg,1,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
E_ivri.jpg,1,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
P_peretz.jpg,1,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
P_liberman.jpg,1,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
E_shaniCo.jpg,1,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
P_michaeli.jpg,1,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
E_tavori.jpg,1,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
E_ornaBanai.jpg,1,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
P_yehimovitz.jpg,1,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
E_alfi.jpg,1,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
E_moniMo.jpg,1,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
E_rita.jpg,1,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
E_yanai.jpg,1,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
E_harLev.jpg,1,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
E_shaharHasson.jpg,1,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
P_lapid.jpg,1,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
P_benet.jpg,1,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
P_shaked.jpg,1,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
age: 26,gender: F,handedness: right,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
