RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3263,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3280,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2664,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3232,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2510,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2329,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2680,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
4032,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3930,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
1697,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3411,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2428,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2064,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2195,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2980,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2947,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2013,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
1897,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2713,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2449,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
1993,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2729,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3548,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2682,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
4210,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2300,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
1744,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
4713,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
1979,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
1980,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2498,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2363,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2247,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2159,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3665,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2962,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2598,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3114,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2963,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3697,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2280,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3497,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2330,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2281,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3197,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3481,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
1964,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3947,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2744,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3062,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2431,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3229,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2464,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
file,isFamiliar,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
P_M_donald_trump.jpg,1,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
P_F_hillary_clinton.jpg,1,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
P_F_nicola_sturgeon.jpg,1,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
E_M_nicolas_cage.jpg,1,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
E_F_Judi_Dench.jpg,1,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
E_F_sandra_bullock.jpg,1,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
E_M_robert_de_niro.jpg,1,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
E_F_keira_knightley.jpg,1,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
P_M_Tony_Blair.jpg,1,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
E_F_jennifer_aniston.jpg,1,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
E_M_Hugh_Grant.jpg,1,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
E_M_michael_caine.jpg,1,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
P_F_tehresy_may.jpg,1,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
P_M_boris_johnson.jpg,1,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
P_M_bill_clinton.jpg,1,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
E_F_Kate_Winslet.jpg,1,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
P_M_david_cameron.jpg,1,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
E_M_tom_hankes.jpg,1,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
E_F_angelina_jolie.jpg,1,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
P_M_george_Wbush.jpg,1,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
age: 28,gender: Female,handedness: right,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
