RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2605,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
1877,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2113,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
3187,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2401,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2178,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2099,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2120,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
1693,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
1650,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
1774,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2031,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
1618,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2185,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2232,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2414,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2428,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
1513,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2223,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2012,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2079,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2818,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2066,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2009,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
1957,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
1618,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2117,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
1787,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2266,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2383,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2643,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2102,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2552,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2696,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
1796,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2273,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2377,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2055,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2657,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
3009,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
1769,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
3252,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
1728,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2123,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
1938,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2522,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2098,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2568,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2724,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2251,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2088,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
1805,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
2063,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
1702,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
file,isFamiliar,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
P_F_tehresy_may.jpg,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
P_M_boris_johnson.jpg,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
P_F_hillary_clinton.jpg,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
E_M_robert_de_niro.jpg,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
E_M_nicolas_cage.jpg,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
E_F_Kate_Winslet.jpg,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
E_F_angelina_jolie.jpg,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
P_M_david_cameron.jpg,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
P_F_nicola_sturgeon.jpg,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
E_M_michael_caine.jpg,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
P_M_donald_trump.jpg,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
P_M_bill_clinton.jpg,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
E_M_tom_hankes.jpg,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
E_F_sandra_bullock.jpg,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
E_M_Hugh_Grant.jpg,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
P_M_george_Wbush.jpg,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
E_F_Judi_Dench.jpg,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
E_F_jennifer_aniston.jpg,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
E_F_keira_knightley.jpg,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
P_M_Tony_Blair.jpg,1,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
age: 33,gender: Male,handedness: right,5f9802a1306ea3045e8c0b43,"04/26/2022, 07:15:17"
