RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
5063,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
6381,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3525,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2935,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2670,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2212,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
4838,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2742,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3983,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3017,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3718,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
7515,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2762,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2415,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3034,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2661,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2608,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3328,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2614,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
4363,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2605,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2788,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2430,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2688,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
4538,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3239,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2556,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2525,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3366,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2996,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3130,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2293,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2172,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2558,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2366,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2349,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
7253,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3119,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2218,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
4270,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2610,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2539,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3581,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
4138,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2797,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
4605,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2999,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3486,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2876,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
4941,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2665,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3817,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2641,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2752,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
file,isFamiliar,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
E_F_jennifer_aniston.jpg,1,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
E_F_Judi_Dench.jpg,0,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
E_M_robert_de_niro.jpg,1,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
E_F_Kate_Winslet.jpg,0,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
E_F_angelina_jolie.jpg,0,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
P_M_Tony_Blair.jpg,1,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
E_F_keira_knightley.jpg,1,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
E_M_michael_caine.jpg,1,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
P_M_boris_johnson.jpg,1,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
E_M_nicolas_cage.jpg,1,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
P_F_tehresy_may.jpg,1,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
P_F_nicola_sturgeon.jpg,1,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
E_F_sandra_bullock.jpg,0,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
P_M_david_cameron.jpg,1,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
E_M_tom_hankes.jpg,1,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
P_M_donald_trump.jpg,1,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
P_F_hillary_clinton.jpg,1,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
P_M_george_Wbush.jpg,1,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
E_M_Hugh_Grant.jpg,0,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
P_M_bill_clinton.jpg,1,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
age: 26,gender: Male,handedness: right,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
