RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2382,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
3706,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
3324,E_F_angelina_jolie.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2422,P_F_esther_mcvey.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2790,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2587,E_M_anthony_hopkins.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1988,E_M_anthony_hopkins.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2033,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1859,E_F_jennifer_aniston.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1800,E_M_Martin_Freeman.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
3279,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2851,P_F_angela_rayner.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1980,E_F_angelina_jolie.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2406,E_F_jennifer_aniston.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2531,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1771,E_F_keira_knightley.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2800,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
4084,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2729,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
5102,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
3348,P_F_nicola_sturgeon.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
3080,E_M_anthony_hopkins.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2751,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2526,E_F_jennifer_aniston.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2111,E_M_Martin_Freeman.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
5275,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2750,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2253,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
4171,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2596,P_F_hillary_clinton.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2662,P_F_angela_rayner.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2420,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2179,P_F_esther_mcvey.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
4603,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
4013,E_F_Judi_Dench.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2018,P_F_esther_mcvey.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2492,E_M_nicolas_cage.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1804,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2071,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1965,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2076,E_M_liam_neeson.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
3091,E_M_liam_neeson.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1761,E_F_sandra_bullock.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1524,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2866,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1947,E_M_Martin_Freeman.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
3483,E_M_anthony_hopkins.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1963,E_F_angelina_jolie.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
3025,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2185,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2251,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2102,E_F_sandra_bullock.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2115,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2182,P_F_PRITI_PATEL.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
4391,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
6003,E_F_jennifer_aniston.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1657,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1878,E_F_sandra_bullock.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2186,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2264,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2675,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1820,E_M_Martin_Freeman.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1965,E_F_keira_knightley.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2236,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1803,E_M_anthony_hopkins.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2062,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1599,E_M_Hugh_Grant.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2057,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2512,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2114,E_M_anthony_hopkins.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1693,P_F_esther_mcvey.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2125,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
3541,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2644,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1550,E_M_anthony_hopkins.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1853,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1888,E_M_anthony_hopkins.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2456,E_F_angelina_jolie.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2333,E_M_tom_hankes.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
6231,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2060,E_M_anthony_hopkins.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1517,E_M_anthony_hopkins.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2148,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1700,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
3219,E_M_Hugh_Grant.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1749,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2014,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1994,E_F_sandra_bullock.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
3439,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
3304,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2159,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1551,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2845,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1895,E_M_liam_neeson.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2940,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
4671,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
6228,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2196,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2514,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2397,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
7253,P_F_angela_rayner.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2094,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2885,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1684,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1747,P_F_angela_rayner.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2166,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2917,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2710,P_F_PRITI_PATEL.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
4363,E_M_tom_hankes.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2097,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
3060,E_M_nicolas_cage.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1849,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2992,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2307,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2263,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2001,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2107,E_M_liam_neeson.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
6350,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2612,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2710,E_F_Kate_Winslet.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1793,E_M_Martin_Freeman.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1843,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2389,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1688,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1893,E_M_liam_neeson.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2233,E_M_nicolas_cage.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2191,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
3468,P_F_esther_mcvey.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2423,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
3399,P_F_PRITI_PATEL.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2528,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1928,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1963,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2629,P_F_PRITI_PATEL.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1690,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
