RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2681,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,1,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2285,E_M_Martin_Freeman.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
6393,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2281,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2622,P_F_hillary_clinton.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3608,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3876,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3186,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2165,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3496,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3503,E_M_Martin_Freeman.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
5283,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2751,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3464,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2165,P_F_esther_mcvey.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
6626,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3096,E_M_Hugh_Grant.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2991,E_F_sandra_bullock.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2775,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2333,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2741,E_F_Judi_Dench.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2108,E_F_keira_knightley.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2618,E_F_sandra_bullock.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3180,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
5679,E_M_Martin_Freeman.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2532,P_F_angela_rayner.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3123,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
6639,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2141,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
1944,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2766,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
1989,E_F_jennifer_aniston.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2077,E_M_anthony_hopkins.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2037,E_M_anthony_hopkins.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
1875,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2698,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2093,E_F_sandra_bullock.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
1985,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3408,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2140,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2253,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2550,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2486,E_F_keira_knightley.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
1770,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
4000,E_F_Kate_Winslet.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2182,P_F_angela_rayner.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2564,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2009,E_F_angelina_jolie.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
5499,E_M_nicolas_cage.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
1954,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2445,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2886,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
1940,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
1924,E_F_keira_knightley.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2088,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2435,P_F_angela_rayner.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2853,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2013,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2109,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2778,P_F_esther_mcvey.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2213,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3315,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2638,P_F_esther_mcvey.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
4568,E_F_Judi_Dench.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3429,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
1944,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2875,E_M_liam_neeson.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2621,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
1571,E_F_angelina_jolie.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
1885,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2457,E_M_liam_neeson.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2027,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3114,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3118,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
1519,E_M_liam_neeson.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2613,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
5828,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2932,E_F_sandra_bullock.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2294,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2622,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2254,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2926,P_F_angela_rayner.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2452,E_F_Judi_Dench.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3219,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2599,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3039,P_F_PRITI_PATEL.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3323,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2460,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2922,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2160,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2443,E_M_tom_hankes.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2638,E_M_anthony_hopkins.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3639,E_M_liam_neeson.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
4845,E_M_Martin_Freeman.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
4232,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2810,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2693,E_M_Martin_Freeman.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2196,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3037,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2429,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
6024,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2555,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
6144,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2452,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3260,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3735,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
4220,E_M_liam_neeson.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2558,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
1957,E_M_Martin_Freeman.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
1861,E_F_angelina_jolie.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
6318,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3061,E_F_jennifer_aniston.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
11726,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3071,P_F_angela_rayner.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
1995,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3454,E_F_Kate_Winslet.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3767,E_M_liam_neeson.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3202,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3034,E_M_liam_neeson.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3142,E_F_angelina_jolie.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
5459,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3869,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2080,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2160,P_F_angela_rayner.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2625,E_M_robert_de_niro.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3951,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2379,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3782,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
4136,E_F_sandra_bullock.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2639,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2879,E_M_Hugh_Grant.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2366,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2833,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2880,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2910,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
