RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3686,E_M_michael_caine.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3008,E_F_Kate_Winslet.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4890,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4067,E_F_keira_knightley.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2989,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3065,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2398,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2550,E_F_sandra_bullock.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2392,E_F_angelina_jolie.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2513,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2276,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2456,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3300,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
6566,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2830,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
6668,E_F_angelina_jolie.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3330,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4294,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4521,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3351,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
5087,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3378,E_M_liam_neeson.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3498,E_M_anthony_hopkins.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
6561,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2988,E_M_Martin_Freeman.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4631,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3789,E_M_anthony_hopkins.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2837,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3522,P_F_nicola_sturgeon.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3840,P_F_esther_mcvey.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
5121,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2799,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2763,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2543,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2889,E_F_Kate_Winslet.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4094,E_M_Martin_Freeman.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2758,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
5248,E_M_tom_hankes.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3920,E_M_Martin_Freeman.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
5182,E_M_anthony_hopkins.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4060,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3451,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4861,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4102,E_F_sandra_bullock.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2619,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2872,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3844,E_M_liam_neeson.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2864,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3410,E_F_jennifer_aniston.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3000,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
5018,E_M_michael_caine.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3568,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3521,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3882,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
5505,E_M_liam_neeson.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3457,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2862,P_F_PRITI_PATEL.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2466,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3560,E_M_Hugh_Grant.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3268,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
6372,E_F_angelina_jolie.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3613,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3190,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2659,E_M_liam_neeson.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4268,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2420,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2652,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4874,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
7340,E_F_keira_knightley.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3264,E_F_Judi_Dench.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3404,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
6405,E_M_liam_neeson.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3729,E_M_Martin_Freeman.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
6945,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4043,P_F_angela_rayner.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4603,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3564,E_F_Kate_Winslet.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3327,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4115,E_F_jennifer_aniston.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4013,P_F_hillary_clinton.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3817,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3826,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4676,E_M_anthony_hopkins.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2675,E_M_Martin_Freeman.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4277,E_M_Martin_Freeman.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4224,E_M_Martin_Freeman.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
5629,E_F_keira_knightley.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3956,E_M_liam_neeson.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2854,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3414,E_M_tom_hankes.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3855,E_F_sandra_bullock.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3246,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3144,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2763,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2194,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3941,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4007,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3644,E_M_robert_de_niro.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3235,E_F_jennifer_aniston.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3069,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4425,P_F_esther_mcvey.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2815,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2565,E_M_anthony_hopkins.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3453,E_M_Hugh_Grant.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3870,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
86541,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3242,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2693,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3601,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3272,E_M_Hugh_Grant.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
5728,E_F_jennifer_aniston.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3941,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
5045,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2890,E_M_anthony_hopkins.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4687,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2724,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
5584,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3388,E_M_liam_neeson.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4662,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
5074,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3450,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3661,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4399,E_M_liam_neeson.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3615,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
6527,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3899,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3626,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3566,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3169,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3470,E_F_keira_knightley.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4046,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
7210,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
5025,P_F_angela_rayner.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3485,P_F_angela_rayner.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4183,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3127,E_M_anthony_hopkins.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4071,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4359,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4301,E_F_jennifer_aniston.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3822,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
5824,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4290,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
5776,E_M_Martin_Freeman.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4497,E_M_anthony_hopkins.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
