RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
1023,E_F_Julie_Walters(15).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
765,E_M_Ewan_McGregor(15).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
531,E_M_Russell_Howard(20).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
1538,E_M_Peter_Kay(20).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
765,E_M_Jimmy_Carr(12).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
1390,E_M_Jimmy_Carr(12).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
703,P_M_Michael_Gove(3).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
725,E_M_Michael_McIntyr(7).png,E_M_Peter_Kay(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
606,P_F_Theresa_May(16).png,P_M_david_camer(18).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
934,E_F_Julie_Walters(15).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
559,E_F_Sarah_Millican(22).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
1082,E_F_Dawn_Roma(22).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
2992,E_M_Simon_Pegg(24).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
3338,E_F_Sarah_Millican(22).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
622,E_M_Simon_Pegg(24).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
577,P_F_Theresa_May(16).png,P_M_Michael_Gove(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
90024,E_M_Jimmy_Carr(12).png,E_M_Michael_McIntyr(7).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
2501,E_M_Peter_Kay(20).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
1313,E_F_Dawn_Roma(22).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
683,E_F_Julie_Walters(15).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
770,E_M_Peter_Kay(20).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
2281,P_F_Theresa_May(16).png,P_M_keir_starmer(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
624,E_F_Julie_Walters(15).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
1124,E_F_Sarah_Millican(22).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
1139,E_F_Dawn_Roma(22).png,E_M_Jimmy_Carr(12).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
592,P_M_nigel_farage(9).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
632,E_M_Ewan_McGregor(15).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
593,E_F_Jennifer_Saunders(21).png,E_F_Sarah_Millican(22).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
535,E_M_Peter_Kay(20).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
621,P_M_Gordon_Brown(14).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
607,P_F_nicola_sturge(17).png,P_M_Gordon_Brown(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
646,E_F_Dawn_Roma(22).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
2548,E_F_Sarah_Millican(22).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
4341,E_M_Michael_McIntyr(7).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
3087,E_F_Jennifer_Saunders(21).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
2003,E_M_Russell_Howard(20).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
760,E_M_Russell_Howard(20).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
2046,P_M_jeremy_corbyn(10).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
2542,P_M_david_camer(18).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
1819,P_M_nigel_farage(9).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
640,E_F_Sarah_Millican(22).png,E_M_Jimmy_Carr(12).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
655,P_M_jeremy_corbyn(10).png,P_M_keir_starmer(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
852,E_F_Julie_Walters(15).png,E_F_Sarah_Millican(22).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
950,P_M_keir_starmer(9).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
2438,P_M_jeremy_corbyn(10).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
1186,E_M_Russell_Howard(20).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
879,E_M_Ewan_McGregor(15).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
642,E_M_Ewan_McGregor(15).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
962,E_F_Jennifer_Saunders(21).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
864,E_M_Jimmy_Carr(12).png,E_M_Peter_Kay(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
787,E_F_Jennifer_Saunders(21).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
file,isFamiliar,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
P_M_jeremy_corbyn(10).png,1,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
P_M_Tony_Blair(12).png,1,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
E_F_Jennifer_Saunders(21).png,0,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
P_M_nigel_farage(9).png,1,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
P_F_nicola_sturge(17).png,1,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
P_F_Theresa_May(16).png,1,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
P_M_Gordon_Brown(14).png,1,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
E_M_Russell_Howard(20).png,1,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
E_M_Michael_McIntyr(7).png,1,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
P_M_Sajid_Javid(12).png,1,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
P_M_Michael_Gove(3).png,1,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
E_M_Peter_Kay(20).png,1,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
E_F_Sarah_Millican(22).png,1,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
E_F_Julie_Walters(15).png,1,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
E_F_Dawn_Roma(22).png,0,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
E_M_Simon_Pegg(24).png,1,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
P_M_keir_starmer(9).png,1,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
P_M_david_camer(18).png,1,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
E_M_Ewan_McGregor(15).png,1,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
E_M_Jimmy_Carr(12).png,1,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
age: 26,gender: Male,handedness: right,63468973a7059c9302a33d4e,"10/17/2022, 10:14:31"
