RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
2783,E_M_Michael_McIntyr(7).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
2287,E_F_Julie_Walters(15).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
1566,E_M_Jimmy_Carr(12).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
2783,E_M_Russell_Howard(20).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
2030,E_M_Simon_Pegg(24).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
10094,E_F_Dawn_Roma(22).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
2071,E_F_Julie_Walters(15).png,E_M_Peter_Kay(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
1671,E_F_Dawn_Roma(22).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
1799,E_M_Simon_Pegg(24).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
1718,E_M_Simon_Pegg(24).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
2278,E_M_Jimmy_Carr(12).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
2855,P_M_david_camer(18).png,P_M_jeremy_corbyn(10).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
2062,P_M_keir_starmer(9).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
1998,E_F_Sarah_Millican(22).png,E_M_Michael_McIntyr(7).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
2590,E_M_Russell_Howard(20).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
2479,P_F_Theresa_May(16).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
2558,P_M_Sajid_Javid(12).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
2126,P_M_Gordon_Brown(14).png,P_M_jeremy_corbyn(10).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
2951,E_M_Ewan_McGregor(15).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
1766,E_F_Julie_Walters(15).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
1830,E_F_Dawn_Roma(22).png,E_M_Jimmy_Carr(12).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
2494,E_F_Jennifer_Saunders(21).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
2047,P_M_david_camer(18).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
3638,E_F_Sarah_Millican(22).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
2895,E_F_Jennifer_Saunders(21).png,E_F_Julie_Walters(15).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
3863,E_M_Ewan_McGregor(15).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
9119,E_M_Russell_Howard(20).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
2102,E_F_Julie_Walters(15).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
1607,E_F_Julie_Walters(15).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
1806,E_M_Jimmy_Carr(12).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
1710,P_M_david_camer(18).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
2023,E_F_Julie_Walters(15).png,E_F_Sarah_Millican(22).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
32998,E_M_Michael_McIntyr(7).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
3678,E_M_Russell_Howard(20).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
1679,E_M_Peter_Kay(20).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
1895,E_F_Julie_Walters(15).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
3198,E_M_Ewan_McGregor(15).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
18894,E_F_Jennifer_Saunders(21).png,E_M_Jimmy_Carr(12).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
4215,E_F_Sarah_Millican(22).png,E_M_Peter_Kay(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
2454,P_F_nicola_sturge(17).png,P_M_keir_starmer(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
2879,E_F_Dawn_Roma(22).png,E_M_Peter_Kay(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
2559,E_M_Michael_McIntyr(7).png,E_M_Peter_Kay(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
1854,E_F_Jennifer_Saunders(21).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
1782,E_F_Julie_Walters(15).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
1895,P_M_Gordon_Brown(14).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
1759,P_F_Theresa_May(16).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
2335,E_M_Jimmy_Carr(12).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
2471,E_F_Dawn_Roma(22).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
3430,E_M_Ewan_McGregor(15).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
2014,P_F_nicola_sturge(17).png,P_F_Theresa_May(16).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
1967,E_F_Dawn_Roma(22).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
1847,E_M_Russell_Howard(20).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
1839,P_M_Gordon_Brown(14).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
3935,P_F_nicola_sturge(17).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
11878,E_M_Jimmy_Carr(12).png,E_M_Peter_Kay(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
2295,P_M_Michael_Gove(3).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
file,isFamiliar,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
E_F_Jennifer_Saunders(21).png,0,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
P_F_nicola_sturge(17).png,0,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
P_F_Theresa_May(16).png,1,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
P_M_nigel_farage(9).png,1,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
E_F_Julie_Walters(15).png,0,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
E_M_Russell_Howard(20).png,0,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
E_F_Sarah_Millican(22).png,0,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
P_M_Gordon_Brown(14).png,0,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
E_F_Dawn_Roma(22).png,1,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
E_M_Jimmy_Carr(12).png,1,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
P_M_keir_starmer(9).png,0,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
E_M_Simon_Pegg(24).png,0,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
E_M_Michael_McIntyr(7).png,1,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
P_M_Michael_Gove(3).png,0,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
E_M_Peter_Kay(20).png,1,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
E_M_Ewan_McGregor(15).png,1,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
P_M_Sajid_Javid(12).png,1,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
P_M_jeremy_corbyn(10).png,0,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
P_M_Tony_Blair(12).png,0,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
P_M_david_camer(18).png,1,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
age: 26,gender: Female,handedness: right,6097c0f1b17aabadc9369fc5,"10/17/2022, 10:32:11"
