RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3637,E_F_Julie_Walters(15).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2974,P_F_Theresa_May(16).png,P_M_Michael_Gove(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
6927,E_F_Dawn_Roma(22).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
5184,E_F_Sarah_Millican(22).png,E_M_Jimmy_Carr(12).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2002,E_F_Sarah_Millican(22).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2292,E_M_Simon_Pegg(24).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3084,E_F_Dawn_Roma(22).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2589,E_F_Jennifer_Saunders(21).png,E_F_Julie_Walters(15).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
4081,E_M_Peter_Kay(20).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3703,E_F_Julie_Walters(15).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3001,E_M_Jimmy_Carr(12).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3697,E_M_Russell_Howard(20).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3162,E_F_Sarah_Millican(22).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2136,E_M_Michael_McIntyr(7).png,E_M_Peter_Kay(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1855,E_F_Jennifer_Saunders(21).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2239,E_M_Jimmy_Carr(12).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1679,E_M_Peter_Kay(20).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1517,E_M_Michael_McIntyr(7).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1589,E_F_Dawn_Roma(22).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2425,P_M_Gordon_Brown(14).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
4224,E_M_Peter_Kay(20).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2184,E_M_Michael_McIntyr(7).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3546,E_M_Ewan_McGregor(15).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2634,P_F_nicola_sturge(17).png,P_M_Michael_Gove(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2555,E_M_Russell_Howard(20).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1915,P_F_Theresa_May(16).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3204,P_M_jeremy_corbyn(10).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1313,E_M_Peter_Kay(20).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
906,E_F_Dawn_Roma(22).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2772,E_F_Sarah_Millican(22).png,E_M_Ewan_McGregor(15).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1530,E_M_Jimmy_Carr(12).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3769,E_F_Sarah_Millican(22).png,E_M_Michael_McIntyr(7).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1878,E_M_Simon_Pegg(24).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
6173,E_F_Dawn_Roma(22).png,E_F_Sarah_Millican(22).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3014,P_M_Michael_Gove(3).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3954,E_M_Peter_Kay(20).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2221,E_M_Peter_Kay(20).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2478,E_M_Michael_McIntyr(7).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1694,E_M_Michael_McIntyr(7).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1969,P_M_keir_starmer(9).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2917,E_M_Michael_McIntyr(7).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3690,E_M_Michael_McIntyr(7).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2197,E_F_Dawn_Roma(22).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2666,E_F_Jennifer_Saunders(21).png,E_M_Michael_McIntyr(7).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2160,E_F_Jennifer_Saunders(21).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2834,E_F_Dawn_Roma(22).png,E_M_Peter_Kay(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2059,E_M_Jimmy_Carr(12).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3127,E_M_Russell_Howard(20).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
file,isFamiliar,601e028aea41df251254119a,"10/17/2022, 11:35:48"
E_F_Dawn_Roma(22).png,1,601e028aea41df251254119a,"10/17/2022, 11:35:48"
E_F_Jennifer_Saunders(21).png,1,601e028aea41df251254119a,"10/17/2022, 11:35:48"
E_M_Russell_Howard(20).png,1,601e028aea41df251254119a,"10/17/2022, 11:35:48"
P_M_Tony_Blair(12).png,1,601e028aea41df251254119a,"10/17/2022, 11:35:48"
E_F_Julie_Walters(15).png,1,601e028aea41df251254119a,"10/17/2022, 11:35:48"
E_M_Michael_McIntyr(7).png,1,601e028aea41df251254119a,"10/17/2022, 11:35:48"
P_M_david_camer(18).png,1,601e028aea41df251254119a,"10/17/2022, 11:35:48"
P_F_nicola_sturge(17).png,1,601e028aea41df251254119a,"10/17/2022, 11:35:48"
P_M_Michael_Gove(3).png,1,601e028aea41df251254119a,"10/17/2022, 11:35:48"
P_M_Sajid_Javid(12).png,1,601e028aea41df251254119a,"10/17/2022, 11:35:48"
E_M_Peter_Kay(20).png,1,601e028aea41df251254119a,"10/17/2022, 11:35:48"
P_M_nigel_farage(9).png,1,601e028aea41df251254119a,"10/17/2022, 11:35:48"
P_M_keir_starmer(9).png,1,601e028aea41df251254119a,"10/17/2022, 11:35:48"
P_M_Gordon_Brown(14).png,1,601e028aea41df251254119a,"10/17/2022, 11:35:48"
P_M_jeremy_corbyn(10).png,1,601e028aea41df251254119a,"10/17/2022, 11:35:48"
E_M_Ewan_McGregor(15).png,1,601e028aea41df251254119a,"10/17/2022, 11:35:48"
E_F_Sarah_Millican(22).png,1,601e028aea41df251254119a,"10/17/2022, 11:35:48"
P_F_Theresa_May(16).png,1,601e028aea41df251254119a,"10/17/2022, 11:35:48"
E_M_Simon_Pegg(24).png,1,601e028aea41df251254119a,"10/17/2022, 11:35:48"
E_M_Jimmy_Carr(12).png,1,601e028aea41df251254119a,"10/17/2022, 11:35:48"
age: 32,gender: Female,handedness: right,601e028aea41df251254119a,"10/17/2022, 11:35:48"
