RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
3076,E_M_Jimmy_Carr(12).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
1601,E_F_Sarah_Millican(22).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
2024,E_F_Sarah_Millican(22).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
1795,E_M_Simon_Pegg(24).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
1729,E_M_Michael_McIntyr(7).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
2202,E_F_Dawn_Roma(22).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
1884,P_F_nicola_sturge(17).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
1974,E_M_Russell_Howard(20).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
2015,E_F_Julie_Walters(15).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
1781,E_F_Dawn_Roma(22).png,E_M_Jimmy_Carr(12).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
2196,P_M_jeremy_corbyn(10).png,P_M_Michael_Gove(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
1589,E_F_Dawn_Roma(22).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
2245,E_M_Ewan_McGregor(15).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
2472,E_F_Dawn_Roma(22).png,E_F_Sarah_Millican(22).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
1652,P_M_keir_starmer(9).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
2179,E_F_Dawn_Roma(22).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
1879,E_M_Simon_Pegg(24).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
2039,E_M_Ewan_McGregor(15).png,E_M_Michael_McIntyr(7).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
3794,P_F_Theresa_May(16).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
2439,E_M_Jimmy_Carr(12).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
1566,E_M_Michael_McIntyr(7).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
2191,E_M_Peter_Kay(20).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
1828,E_F_Dawn_Roma(22).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
3197,E_F_Jennifer_Saunders(21).png,E_M_Michael_McIntyr(7).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
2491,P_F_nicola_sturge(17).png,P_F_Theresa_May(16).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
2343,P_M_david_camer(18).png,P_M_Gordon_Brown(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
1801,P_M_david_camer(18).png,P_M_keir_starmer(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
1102,E_F_Julie_Walters(15).png,E_M_Jimmy_Carr(12).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
1511,E_M_Russell_Howard(20).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
2196,P_F_nicola_sturge(17).png,P_M_david_camer(18).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
1588,E_M_Jimmy_Carr(12).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
2083,P_F_Theresa_May(16).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
2706,E_F_Julie_Walters(15).png,E_M_Ewan_McGregor(15).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
867,E_M_Ewan_McGregor(15).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
1575,E_M_Ewan_McGregor(15).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
1934,E_F_Jennifer_Saunders(21).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
2151,E_F_Jennifer_Saunders(21).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
2338,E_M_Simon_Pegg(24).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
1577,E_F_Julie_Walters(15).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
1723,E_M_Russell_Howard(20).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
4957,P_M_Michael_Gove(3).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
2979,E_F_Sarah_Millican(22).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
2424,E_F_Sarah_Millican(22).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
2377,E_F_Dawn_Roma(22).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
2109,E_F_Jennifer_Saunders(21).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
2009,E_M_Ewan_McGregor(15).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
1668,E_M_Michael_McIntyr(7).png,E_M_Peter_Kay(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
2297,E_F_Dawn_Roma(22).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
1976,E_F_Jennifer_Saunders(21).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
3250,P_F_nicola_sturge(17).png,P_M_keir_starmer(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
3091,E_M_Peter_Kay(20).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
3001,E_M_Peter_Kay(20).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
2318,E_F_Jennifer_Saunders(21).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
2266,E_M_Jimmy_Carr(12).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
file,isFamiliar,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
P_F_nicola_sturge(17).png,1,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
E_M_Peter_Kay(20).png,1,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
E_M_Russell_Howard(20).png,1,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
P_M_Gordon_Brown(14).png,0,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
P_M_jeremy_corbyn(10).png,0,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
E_M_Jimmy_Carr(12).png,1,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
E_F_Sarah_Millican(22).png,1,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
P_M_Tony_Blair(12).png,1,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
P_M_keir_starmer(9).png,1,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
E_F_Jennifer_Saunders(21).png,0,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
P_M_Sajid_Javid(12).png,1,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
E_F_Dawn_Roma(22).png,0,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
P_M_david_camer(18).png,1,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
P_M_nigel_farage(9).png,1,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
E_M_Michael_McIntyr(7).png,1,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
E_M_Ewan_McGregor(15).png,1,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
P_F_Theresa_May(16).png,1,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
E_M_Simon_Pegg(24).png,1,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
E_F_Julie_Walters(15).png,0,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
P_M_Michael_Gove(3).png,1,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
age: 27,gender: Male,handedness: right,62d136262c6a9f949e50eb59,"10/17/2022, 10:17:14"
