RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1734,P_F_angela_rayner.jpg,P_F_esther_mcvey.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
3105,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1880,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1798,E_F_keira_knightley.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1010,P_F_esther_mcvey.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1177,E_M_michael_caine.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1036,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1833,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1312,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1096,P_F_esther_mcvey.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1017,E_F_sandra_bullock.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1659,E_M_anthony_hopkins.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1017,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1986,P_F_nicola_sturgeon.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
3451,E_M_Martin_Freeman.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1269,E_F_keira_knightley.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1793,E_M_Martin_Freeman.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1228,P_F_esther_mcvey.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1094,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
951,P_F_angela_rayner.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2280,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2543,E_F_Kate_Winslet.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
3044,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1506,P_F_esther_mcvey.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1581,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1885,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1852,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2991,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1438,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2111,E_M_Martin_Freeman.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2178,P_F_hillary_clinton.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1413,P_F_angela_rayner.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2052,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1666,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1741,E_F_jennifer_aniston.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1851,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2061,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1607,P_F_angela_rayner.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1304,E_F_Judi_Dench.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1095,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2137,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1953,E_F_sandra_bullock.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1244,E_M_liam_neeson.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2525,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1769,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2556,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1810,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1345,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1409,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2538,E_M_Martin_Freeman.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1616,E_M_robert_de_niro.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2095,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1607,E_F_jennifer_aniston.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
3450,E_M_Martin_Freeman.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1641,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1608,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2094,E_F_keira_knightley.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1498,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
3350,E_M_anthony_hopkins.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1285,E_M_nicolas_cage.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2508,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1261,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1203,E_F_sandra_bullock.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1657,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1439,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2060,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2339,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1743,E_F_sandra_bullock.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1259,E_M_michael_caine.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1514,E_M_liam_neeson.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1371,E_M_tom_hankes.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1049,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1541,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2116,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
983,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1026,P_F_PRITI_PATEL.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1992,E_M_anthony_hopkins.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2363,E_M_liam_neeson.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1480,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1639,P_F_angela_rayner.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1060,E_F_Kate_Winslet.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1042,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1673,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1589,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1110,P_F_PRITI_PATEL.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1185,E_F_jennifer_aniston.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1000,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1625,E_F_Kate_Winslet.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1480,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1842,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2513,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1850,E_M_liam_neeson.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2314,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1597,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1613,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1766,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1092,E_M_Martin_Freeman.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1791,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1127,P_F_angela_rayner.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1253,E_M_anthony_hopkins.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
933,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1253,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1017,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
984,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1110,E_M_liam_neeson.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1150,E_M_anthony_hopkins.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1490,E_M_Martin_Freeman.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1810,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1834,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1799,E_F_sandra_bullock.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1583,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2263,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2913,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2465,E_M_Martin_Freeman.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1851,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1229,E_M_Martin_Freeman.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1227,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1127,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2408,E_M_robert_de_niro.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1135,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1793,E_F_jennifer_aniston.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1632,E_M_anthony_hopkins.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1700,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2087,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1700,E_M_anthony_hopkins.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1835,P_F_PRITI_PATEL.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2439,E_M_liam_neeson.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2222,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1228,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1700,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2862,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1159,P_F_angela_rayner.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1136,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1060,P_F_angela_rayner.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
