RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2209,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3976,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
5578,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
10907,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3298,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
1937,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2170,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2825,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3480,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2071,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2320,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
4129,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3376,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3462,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
5946,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3165,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2036,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3573,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
4992,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3227,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
9648,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
18872,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
6099,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
6739,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
5839,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3575,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
4344,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3641,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
9737,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
8824,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
7404,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2989,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
6948,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
10014,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
17509,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
5243,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
6447,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
4464,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
9035,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
5039,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
6735,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
7444,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
4583,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
8103,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
4535,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
14564,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
6582,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
4145,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
14185,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
7126,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3083,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
11532,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
4743,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
6406,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
file,isFamiliar,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
E_F_Kate_Winslet.jpg,1,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
E_F_angelina_jolie.jpg,1,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
E_M_nicolas_cage.jpg,0,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
E_M_michael_caine.jpg,0,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
P_M_bill_clinton.jpg,1,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
E_F_Judi_Dench.jpg,1,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
P_M_Tony_Blair.jpg,1,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
E_M_Hugh_Grant.jpg,1,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
E_M_tom_hankes.jpg,1,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
P_F_tehresy_may.jpg,1,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
P_F_hillary_clinton.jpg,1,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
P_M_david_cameron.jpg,1,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
P_F_nicola_sturgeon.jpg,1,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
P_M_donald_trump.jpg,1,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
E_M_robert_de_niro.jpg,1,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
P_M_george_Wbush.jpg,1,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
E_F_jennifer_aniston.jpg,1,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
E_F_keira_knightley.jpg,1,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
P_M_boris_johnson.jpg,1,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
E_F_sandra_bullock.jpg,1,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
age: 27,gender: Female,handedness: right,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
