RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
3113,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
7886,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
6461,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
7249,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
7967,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
2355,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
3080,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
3964,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
2393,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
2748,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
2789,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
2756,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
3678,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
3210,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
3844,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
2223,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
2766,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
2797,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
3446,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
3288,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
2342,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
4904,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
5031,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
3654,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
2621,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
3382,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
5734,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
11903,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
4610,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
3474,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
2827,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
7690,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
3028,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
2640,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
2532,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
2326,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
3296,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
2631,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
3491,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
5590,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
2374,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
3473,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
2700,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
3552,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
4307,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
4472,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
4834,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
7479,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
2915,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
2191,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
3154,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
3607,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
3486,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
file,isFamiliar,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
P_F_hillary_clinton.jpg,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
E_F_keira_knightley.jpg,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
P_M_george_Wbush.jpg,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
E_F_angelina_jolie.jpg,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
E_M_nicolas_cage.jpg,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
P_M_david_cameron.jpg,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
E_M_robert_de_niro.jpg,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
P_M_Tony_Blair.jpg,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
E_F_sandra_bullock.jpg,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
E_M_Hugh_Grant.jpg,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
E_M_michael_caine.jpg,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
E_F_Judi_Dench.jpg,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
P_F_nicola_sturgeon.jpg,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
E_F_Kate_Winslet.jpg,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
P_M_donald_trump.jpg,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
E_M_tom_hankes.jpg,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
P_M_bill_clinton.jpg,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
P_M_boris_johnson.jpg,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
P_F_tehresy_may.jpg,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
E_F_jennifer_aniston.jpg,1,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
age: 30,gender: Female,handedness: right,5aa8ec26b5e2110001c75442,"04/25/2022, 19:36:19"
